,TCGA-2L-AAQE-01A,TCGA-2L-AAQI-01A,TCGA-3A-A9IB-01A,TCGA-3E-AAAZ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A5VM-01A,TCGA-FB-A78T-01A,TCGA-IB-7651-01A,TCGA-IB-7890-01A,TCGA-IB-A5SS-01A,TCGA-IB-AAUO-01A,TCGA-IB-AAUW-01A,TCGA-PZ-A5RE-01A,TCGA-US-A779-01A,TCGA-XD-AAUI-01A,TCGA-2J-AAB6-01A,TCGA-IB-AAUQ-01A,TCGA-LB-A7SX-01A
ENSG00000008517.18,6132,7239,11659,2540,13384,4940,8472,15502,4541,2079,12366,5070,8660,8086,7607,4054,3731,4008
ENSG00000008710.20,2440,1452,2825,6440,1811,743,2902,4144,2712,3336,1939,3421,1541,1414,1445,1085,1748,4453
ENSG00000008735.14,273,382,66,204,339,684,242,360,257,104,311,663,359,479,407,514,1071,1554
ENSG00000008838.20,2546,3090,3927,4788,3428,3817,4784,5702,2705,4195,4129,4192,3692,3817,3835,2479,2596,4833
ENSG00000008853.17,1365,693,939,2679,1102,1340,845,2359,1365,1876,764,1280,967,1512,806,598,673,1678
ENSG00000008869.12,1961,1789,1582,2635,1591,680,2358,3872,1351,1789,1311,2536,1297,1136,1465,868,992,2050
ENSG00000008952.17,4999,6655,9805,8314,12190,4505,4910,14517,11064,8316,7527,9473,6514,5214,5238,4189,4043,6057
ENSG00000008988.11,47614,32838,70640,63151,49209,65493,43511,42659,34881,47398,52300,37903,43245,49544,32103,25618,21435,30843
ENSG00000009307.16,26052,18520,31555,30963,27449,20442,18146,44160,29099,24763,18125,32390,23181,20210,23092,17450,14306,23711
ENSG00000009335.18,6822,5648,6324,6860,8170,3719,4958,9444,4450,7774,3370,5577,2567,3819,3778,4357,3762,5812
ENSG00000009413.16,686,868,1158,1598,1218,298,775,3250,1223,796,527,2108,579,345,886,481,689,738
ENSG00000009694.13,10,50,30,113,313,4,30,19,108,18,42,59,19,13,30,9,114,1376
ENSG00000009709.12,1,0,0,0,532,1,1,1,2,135,0,0,0,4,0,1,4,4257
ENSG00000009724.17,45,20,30,58,21,3,64,29,18,23,38,144,12,43,35,6,47,41
ENSG00000009765.15,374,1164,71,593,133,4,565,489,517,79,119,1989,1412,1780,702,117,175,1760
ENSG00000009780.16,717,641,668,800,551,323,675,2365,719,548,466,1095,615,950,660,626,650,1028
ENSG00000009790.15,383,163,168,228,357,302,227,480,136,143,160,524,448,52,384,123,95,170
ENSG00000009830.12,1377,954,1602,1306,1014,881,1393,1581,1063,1176,976,1547,962,1053,1592,1099,1073,839
ENSG00000009844.16,1366,1657,1889,1779,2351,1925,1912,4575,2264,1979,1234,2406,1386,1177,1837,1488,1422,1515
ENSG00000009950.16,87,797,192,326,456,622,1157,707,349,71,442,2547,2197,2877,1400,582,824,2648
ENSG00000009954.11,6009,5710,4972,6291,7815,3530,4850,9961,6003,6879,3751,6001,6234,3910,4478,4458,3766,6373
ENSG00000010017.13,1053,1190,1749,2732,1503,1027,1569,3852,1785,1658,930,1850,1297,708,1419,1657,1140,1270
ENSG00000010030.14,739,804,227,135,1199,392,887,1583,81,240,1238,475,599,471,355,218,378,273
ENSG00000010072.16,407,438,370,785,465,233,474,1494,532,503,345,588,338,306,405,272,261,453
ENSG00000010165.20,1856,2137,1726,3327,1750,2286,2208,3691,1294,2386,1233,2535,1742,1553,1576,1035,1075,2564
ENSG00000010219.13,369,607,614,740,631,886,852,785,515,813,733,669,907,766,698,342,609,358
ENSG00000010244.19,4921,5189,5511,8158,5382,5418,8417,9859,4890,5797,7947,5518,6556,4474,5727,4076,4187,6640
ENSG00000010256.11,9793,6915,6524,11343,7066,9013,8957,12176,4356,9951,6663,6253,13099,9999,8864,7544,6407,6645
ENSG00000010270.14,1157,1472,2063,1572,1607,1439,1360,2252,1336,1889,952,1652,1887,847,1403,1271,1100,1173
ENSG00000010278.15,11834,9939,17094,21541,18747,16340,9474,17938,9238,19589,13594,9022,17843,7676,11448,5970,7390,14616
ENSG00000010282.15,0,13,3,0,4,13,4,3,13,16,7,42,2,21,3,3,24,1
ENSG00000010292.13,2622,3011,4351,6067,6299,4584,3508,4992,3079,5187,3589,3417,2852,2772,3091,1276,1539,3077
ENSG00000010295.20,615,451,1675,1170,612,943,1018,1407,1112,1274,982,870,1132,362,1056,603,806,394
ENSG00000010310.9,1027,674,647,503,243,389,1713,447,214,68,523,1180,1731,779,445,766,876,275
ENSG00000010318.21,260,114,123,273,109,90,183,415,131,199,96,253,142,142,171,95,130,146
ENSG00000010319.7,404,431,872,1088,459,924,400,708,466,163,365,1626,409,344,929,156,836,339
ENSG00000010322.16,7307,4716,4107,6027,3527,3892,8352,7558,3829,3855,3545,8535,5685,5542,6593,4952,5436,4955
ENSG00000010327.10,1279,2520,6529,4042,4306,3247,2172,6502,4084,2997,5001,6781,3273,1007,2969,2026,2586,2079
ENSG00000010361.14,1130,675,894,830,672,530,1019,949,538,680,935,956,773,855,303,580,487,1334
ENSG00000010379.16,7,4,7,2,15,3,4,2,0,8,14,15,4,5,40,1,4,36
ENSG00000010404.18,449,335,628,366,473,152,304,903,601,757,134,537,335,184,253,503,323,349
ENSG00000010438.17,1777,2428,500,1681,2712,88,3454,2194,1163,1694,922,1786,1499,4296,3452,827,1696,1767
ENSG00000010539.12,318,481,278,546,477,428,528,820,316,351,397,522,461,346,374,172,189,236
ENSG00000010610.10,1201,2107,3790,1356,3854,3316,4112,11135,4571,3884,2331,3703,4763,940,2774,2564,2550,934
ENSG00000010626.15,280,591,693,677,218,333,324,553,388,620,393,447,830,587,401,214,297,440
ENSG00000010671.16,378,207,476,283,673,482,554,1276,333,530,348,793,718,120,681,202,295,190
ENSG00000010704.18,691,1280,1161,680,903,288,911,1919,896,778,695,1174,567,493,637,546,819,622
ENSG00000010803.16,2260,1351,1837,2279,1557,1217,2434,2173,1407,1326,2753,2783,1882,2466,1682,1735,1696,2391
ENSG00000010810.17,1534,1421,2473,3006,1706,2792,2325,5190,2560,3192,1223,3196,2210,1139,2681,1630,1678,925
ENSG00000010818.10,2450,2440,3013,2079,2900,1739,2070,5873,4483,3716,1568,4017,1645,1286,1834,2298,2095,1485
ENSG00000010932.17,194,172,399,34,152,368,144,342,540,283,318,590,215,75,181,198,371,78
ENSG00000011007.12,2430,1830,2571,2490,2994,2181,2751,3581,1744,2047,1573,3083,2547,2173,2394,2627,1979,2405
ENSG00000011009.11,7431,2809,6881,3658,4886,4683,5269,4298,2390,3595,3755,3230,7208,6138,4387,4626,3011,5194
ENSG00000011021.23,987,674,960,1237,699,399,1443,1634,881,736,716,1633,1068,989,1180,897,827,988
ENSG00000011028.14,6209,4577,14680,14556,5622,12853,5438,14258,13545,28054,10949,7856,15048,2088,6606,6750,8172,4261
ENSG00000011052.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083.9,9,11,16,21,3,24,24,39,5,18,43,6,367,10,22,2,15,37
ENSG00000011105.14,3799,3630,6079,5802,2758,4442,2106,7790,5648,7271,2795,4166,4942,2499,3002,2932,3828,5196
ENSG00000011114.15,2205,1785,3045,2582,2335,611,2610,4172,2307,2312,1592,3107,1136,1525,1873,1508,1163,1518
ENSG00000011132.12,972,905,1039,815,541,938,1097,958,367,640,1284,777,991,801,675,569,467,658
ENSG00000011143.19,436,504,756,658,595,670,1037,800,400,657,670,803,641,513,457,316,544,777
ENSG00000011198.10,1085,1045,1513,1198,983,2173,1116,3031,913,2331,878,1375,1715,783,1104,1073,752,740
ENSG00000011201.12,329,204,1161,503,298,270,225,1207,2214,1353,267,563,570,50,196,283,243,1240
ENSG00000011243.18,1337,1550,1839,1826,1131,1465,3184,1455,809,972,2424,1748,2047,1536,1910,1172,1198,1213
ENSG00000011258.16,512,827,919,1363,981,461,1474,1377,800,706,1100,1616,643,779,780,324,584,1153
ENSG00000011260.14,983,1452,1653,1977,2127,2180,1634,2797,1205,1689,1291,1823,1662,1466,1592,1066,988,1203
ENSG00000011275.19,3095,2327,2366,4013,2902,2020,2579,4553,2801,3060,1279,3142,2535,1995,2361,1794,1876,3988
ENSG00000011295.16,1970,2049,1580,2488,1742,1725,2326,3448,1473,1627,1460,3273,1739,2453,1722,1549,1267,1729
ENSG00000011304.22,13324,12940,15331,14704,17574,13948,18896,16693,9179,12450,15902,12447,15158,12055,11143,10016,7132,10894
ENSG00000011332.19,12,27,50,21,21,79,17,80,18,46,20,30,24,21,36,53,25,16
ENSG00000011347.10,420,2309,885,431,2234,1453,923,1398,3217,782,434,3480,958,1588,3113,1889,2870,1667
ENSG00000011376.12,1391,1258,1077,1207,991,1202,1165,2350,835,1452,513,1331,1246,855,889,914,629,1017
ENSG00000011405.13,1934,2988,3029,3665,3157,660,2551,5630,2869,2087,1684,4360,1519,1413,2240,1253,1691,2500
ENSG00000011422.12,3144,3014,15786,6026,4883,12832,7803,5920,6239,9370,6613,2305,14066,3859,4127,30339,2807,4097
ENSG00000011426.11,1117,1948,1754,1776,5113,1340,838,2192,2130,3353,1342,325,1040,494,1435,4378,1330,2027
ENSG00000011451.21,3520,3056,4068,4238,2403,3318,3687,5175,2763,4282,2743,3413,3029,2823,2820,2279,2438,2113
ENSG00000011454.18,3436,2227,2399,5917,2778,2198,3265,5439,3329,5150,3265,4010,3695,2110,2605,1771,2054,3282
ENSG00000011465.18,24782,16595,36492,30476,14219,26880,15029,63982,64499,52499,10140,61687,56918,6024,25892,28522,33071,16431
ENSG00000011478.13,625,513,799,588,438,1062,1089,1221,408,432,689,532,1215,717,496,735,749,1407
ENSG00000011485.15,2614,2811,3157,3641,4362,2578,2905,4329,1985,2277,2624,3072,3943,3150,2333,2860,2015,3333
ENSG00000011523.14,1047,1144,1566,1718,1137,793,1254,2428,1349,1261,729,2151,915,936,1183,440,798,1698
ENSG00000011566.15,1859,2169,1698,2881,1423,460,2002,3299,1492,2722,1210,2277,1708,1041,1656,1127,1097,1759
ENSG00000011590.14,32,8,24,33,59,85,48,77,11,12,45,52,40,19,38,13,17,42
ENSG00000011600.12,974,1374,4154,1860,3603,5983,5305,9975,2767,5946,3849,2535,9219,1423,1930,1852,2005,843
ENSG00000011638.11,3966,2880,3098,3303,1729,1100,2199,3696,2740,3730,2715,1829,4204,2411,2340,1715,2112,2801
ENSG00000011677.13,1,6,1,8,144,31,2,31,9,1,1,8,7,1,1,21,22,584
ENSG00000012048.23,449,745,450,736,1065,774,537,1067,581,777,510,516,352,311,394,300,375,1157
ENSG00000012061.16,2478,1691,3041,2571,2410,3604,2321,3235,1837,1707,2028,2040,3202,2428,1629,3137,1958,2795
ENSG00000012124.17,908,96,122,169,419,510,176,326,177,173,90,1281,391,79,1931,80,147,120
ENSG00000012171.20,2611,2806,7493,9097,926,3103,8669,6434,1123,9215,5611,5248,9936,6933,2267,18150,4383,6714
ENSG00000012174.12,740,1245,1147,999,1514,643,678,2803,1521,1901,506,1269,956,617,965,910,748,1166
ENSG00000012211.13,976,611,736,720,856,669,905,1059,329,742,1008,439,930,694,630,462,560,786
ENSG00000012223.13,2970,19871,462,729,6812,600,1117,1159,44,91,4100,3277,3095,3114,10083,130,11804,10463
ENSG00000012232.9,2475,1965,3384,3145,2962,3762,2097,5783,2946,3541,1463,3758,1618,2797,2202,1522,2063,2245
ENSG00000012504.15,129,723,336,89,212,5,237,176,16,5,275,832,380,87,169,8,417,108
ENSG00000012660.14,2303,3155,5479,3446,5164,2807,2851,9394,4010,4177,1837,4361,2060,1412,3296,2414,2971,2034
ENSG00000012779.11,6247,8229,4267,7008,4175,1721,10866,9831,2056,9327,12192,6062,5855,8733,2944,1319,3334,6330
ENSG00000012817.16,661,1102,3,1963,1072,475,0,9,912,10,1,0,7,0,299,415,1363,0
ENSG00000012822.16,4879,3116,4924,8311,3277,2362,7546,8885,3814,4034,4700,6978,4204,3768,3504,2656,3821,6124
ENSG00000012963.15,1821,1682,2075,2167,1755,1017,1624,3499,1619,1686,1325,2095,1619,1283,1670,1152,1084,1065
ENSG00000012983.11,2773,2799,4177,3134,3088,1002,2099,4588,3775,3382,2234,3121,2230,1501,2249,2538,1883,2154
ENSG00000013016.16,459,709,1686,1314,507,1774,523,1585,1457,1880,899,1069,669,364,707,657,616,486
ENSG00000013275.8,4714,4507,6169,5420,7816,5733,4950,7889,2994,10941,5844,3787,9256,5679,14878,5669,15258,5842
ENSG00000013288.9,5396,4205,3740,3202,2783,3158,4753,8227,5241,7096,2045,4357,3907,3548,4108,3992,2813,4311
ENSG00000013293.6,16,70,16,86,100,36,69,88,192,17,3,208,25,46,99,94,151,14
ENSG00000013297.12,626,278,719,503,2209,1436,248,903,1210,621,142,788,161,93,590,842,419,157
ENSG00000013306.16,7153,6256,10031,7511,7483,14973,9746,7505,4042,8199,9641,4967,8950,9667,8018,9544,5527,10424
ENSG00000013364.19,30142,24833,33182,29843,19584,20369,34462,32807,16807,31233,28648,19644,36377,32162,15327,16057,17955,26018
ENSG00000013374.16,4850,3429,4304,4557,6189,3493,4073,8271,2824,3983,4847,4283,3237,3997,3524,3084,3329,4597
ENSG00000013375.16,748,1358,1829,1111,1214,1105,1521,4211,1649,1673,1088,2095,1076,671,1509,1561,1586,1292
ENSG00000013392.8,214,279,340,384,258,258,317,1193,356,294,293,570,239,175,429,143,292,334
ENSG00000013441.16,4333,2852,5634,5682,2257,2140,8422,3074,2212,1956,6563,4805,4142,3036,6015,3038,3993,5199
ENSG00000013503.10,273,534,588,486,881,362,546,911,388,418,219,778,328,493,325,281,326,314
ENSG00000013523.11,1331,1253,1592,1477,1492,712,2013,2393,945,842,784,2054,1033,981,1423,1050,1072,955
ENSG00000013561.18,1830,2412,2253,2302,1974,1280,2283,3954,2323,2962,1496,2545,2397,1357,1992,1730,1505,1379
ENSG00000013563.14,645,514,586,626,499,228,701,1341,852,672,589,486,610,640,480,1518,469,988
ENSG00000013573.17,1372,972,618,2210,1602,951,1660,1858,725,1016,1588,928,1670,1414,663,349,1331,899
ENSG00000013583.10,1648,2189,2739,2024,2090,1980,1841,2689,2031,2731,1459,2341,1856,2976,1845,1490,1579,1364
ENSG00000013588.9,79500,50128,32453,102856,41419,27948,72170,75244,43003,77524,45475,14115,75204,59919,22562,38904,15362,26302
ENSG00000013619.14,244,362,699,362,198,354,453,444,267,401,557,681,332,399,444,663,372,189
ENSG00000013725.14,771,417,294,403,985,1290,361,1055,103,490,239,561,420,143,710,286,137,360
ENSG00000013810.20,1631,1813,1992,1576,3474,4864,2580,2338,887,4043,2896,1325,2241,2246,2751,3354,1243,3244
ENSG00000014123.10,858,1612,1166,1990,1889,278,1833,3219,2407,1438,1274,2777,753,665,1472,1090,1201,1272
ENSG00000014138.9,220,206,222,167,319,279,323,166,87,183,363,146,263,311,217,250,201,327
ENSG00000014164.7,2100,1229,1514,1878,1916,1736,2431,1895,996,2175,1466,1327,1606,2201,1119,1013,1017,1554
ENSG00000014216.16,23457,16343,17082,17495,15310,13121,25992,16865,12111,24793,18307,14795,22991,20432,12952,21660,8552,20923
ENSG00000014257.16,53,354,223,106,133,180,283,576,179,104,91,301,689,100,317,84,210,112
ENSG00000014641.21,4854,5244,5653,8346,5245,5446,4929,9228,3868,6750,5337,5243,6444,5000,4944,3468,3444,4619
ENSG00000014824.14,2665,4590,2968,3122,3054,1977,3022,6930,4071,3591,1666,4060,3313,2958,2902,2789,2147,3600
ENSG00000014914.21,2473,3301,6558,4137,3016,426,20077,4926,2512,1465,6632,3243,6078,4936,5198,4723,1490,4344
ENSG00000014919.13,1438,1235,1272,2058,1493,1081,1779,2588,1098,1497,1559,1683,1547,1941,1402,783,1019,2064
ENSG00000015133.19,4193,2134,1638,3997,6041,660,2230,2904,477,2984,1446,2075,2258,2177,1902,1138,811,1602
ENSG00000015153.15,485,654,821,812,759,480,547,1325,625,604,786,783,611,431,676,688,424,434
ENSG00000015171.20,3686,4160,3591,6263,4312,1486,3939,6502,4093,4048,2336,6014,2844,3139,3017,1969,1929,4661
ENSG00000015285.11,420,312,752,421,1042,1184,1016,1503,562,727,733,983,1307,199,837,335,419,292
ENSG00000015413.9,389,1667,633,215,2656,430,2659,3131,1276,782,127,1572,1156,246,983,760,923,1587
ENSG00000015475.19,1790,1873,2176,2228,2363,3781,1976,1768,1216,3266,2587,1288,1918,2638,2624,1651,1295,3180
ENSG00000015479.20,83,145,211,185,93,8,307,133,117,52,257,135,31,41,204,62,214,146
ENSG00000015520.15,48,4035,2260,2223,32,43,5253,2182,517,28,1816,4069,1853,5575,1395,200,1325,155
ENSG00000015532.10,2965,2229,3619,2516,1758,2313,2388,3767,2274,3780,3676,2006,2625,1913,2352,1843,1680,1692
ENSG00000015568.13,2,1,1,0,0,2,3,0,1,0,1,4,1,0,1,1,1,2
ENSG00000015592.16,3,28,9,47,5,19,36,8,6,5,10,43,0,14,25,2,8,7
ENSG00000015676.18,6668,6060,6053,5701,5414,4931,6052,7334,4870,7138,4221,6950,8526,6317,4544,4514,4750,6392
ENSG00000016082.15,87,361,83,104,235,200,293,440,573,260,83,573,97,263,353,300,465,210
ENSG00000016391.11,338,1865,888,1516,836,134,3560,3034,311,1161,1251,3244,1240,2008,934,460,832,1533
ENSG00000016402.13,1664,1833,1312,901,1429,965,1867,1171,896,753,972,2968,1086,1527,556,561,876,1496
ENSG00000016490.16,0,74,0,872,1,0,14,2,0,7,0,52,5138,51,45,5,0,7
ENSG00000016602.9,44,16,1,3,107,186,5,17,4,13,5,20,43,5,16,111,5,52
ENSG00000016864.18,3183,2211,2879,3959,1668,1848,2469,6595,3220,4360,1863,3001,3799,2362,2506,2621,2691,1884
ENSG00000017260.20,7360,7950,12564,6289,6884,4082,5351,10085,8164,9740,7825,7601,5237,4243,6579,5108,4368,7223
ENSG00000017427.17,92,23,328,93,96,351,19,65,59,33,17,519,18,4,138,12,29,27
ENSG00000017483.15,1051,3086,7042,2124,1571,8660,3880,836,3598,7634,7930,1083,2156,1332,2686,3929,3627,898
ENSG00000017797.13,8178,4514,4899,6148,3626,2109,3023,8594,5083,5355,3958,5058,10390,4381,2764,3112,3100,6567
ENSG00000018189.13,1334,1734,2144,1461,1351,871,3080,1877,1557,1444,1237,2407,1360,1284,1846,1266,1530,1956
ENSG00000018236.15,478,981,592,2301,785,232,365,2678,4736,1330,155,1968,2413,372,658,1125,2032,463
ENSG00000018280.17,576,533,3520,1041,828,1560,7422,2875,1625,3899,2631,558,5925,358,1788,2075,1225,432
ENSG00000018408.15,3319,4630,14614,7377,4486,2918,3124,15111,9561,6953,12779,7766,3078,2195,6263,3368,3866,2809
ENSG00000018510.17,3293,3335,3525,3733,3424,2068,2469,4689,3573,3902,1710,2882,2489,2133,2845,2105,1824,2450
ENSG00000018607.7,0,1,2,1,0,0,4,1,2,0,0,5,0,0,0,2,0,0
ENSG00000018610.15,1454,1137,1404,1056,1353,1198,1019,1880,813,1076,959,1202,1249,1000,1025,585,627,1236
ENSG00000018625.15,172,73,207,2409,30,141,53,107,28,12,32,687,11,78,426,16,109,25
ENSG00000018699.13,1061,871,885,975,1121,917,930,2187,825,1145,875,1142,677,729,732,483,633,1132
ENSG00000018869.17,35,47,39,51,76,48,45,86,56,28,25,179,64,80,57,22,48,22
ENSG00000019102.12,11635,11171,5625,10623,383,1067,5620,192,3161,2261,1061,5110,9344,21052,3718,2680,1984,5716
ENSG00000019144.19,4034,4799,7294,6084,4097,2286,4435,8587,9241,7299,5110,7881,3763,3207,4503,7626,3808,3825
ENSG00000019169.10,223,23,2727,401,976,2496,6132,2030,355,13848,338,164,2553,766,2268,1882,223,71
ENSG00000019186.10,1016,36,582,3,1464,404,15,2050,42,400,1353,102,422,52,35,15,56,1662
ENSG00000019485.13,608,366,622,971,438,718,695,722,410,323,560,1023,269,812,719,223,425,492
ENSG00000019505.8,368,3043,9629,3617,746,1308,7501,30659,3661,881,5027,6216,1237,10621,5849,1179,2477,2686
ENSG00000019549.13,1536,559,1456,546,2078,2862,350,3150,6664,2525,453,636,1447,193,1213,3307,1569,181
ENSG00000019582.15,66393,97219,113113,51859,181642,99481,164978,368006,74358,109819,193407,121669,196850,39482,84651,41693,63978,134858
ENSG00000019991.18,255,526,524,422,287,138,275,950,867,308,103,851,211,47,329,230,311,178
ENSG00000019995.6,735,505,839,903,860,317,603,1447,848,1083,375,957,537,306,539,380,342,606
ENSG00000020129.16,1580,1434,1894,2231,1350,1759,1658,3242,1395,1730,1430,2003,1515,1237,1199,1810,1514,1732
ENSG00000020181.18,2061,2629,4553,4684,2795,1662,1566,9416,4534,5539,697,5831,1428,794,2692,2492,2580,1172
ENSG00000020219.9,1,1,0,0,1,1,2,1,0,0,0,4,0,1,0,0,1,1
ENSG00000020256.20,1020,1015,877,1265,778,791,963,1459,1052,1361,877,957,799,792,795,656,591,1220
ENSG00000020426.11,569,573,699,754,1087,451,512,864,585,836,477,456,638,518,551,559,369,297
ENSG00000020577.14,1460,1135,2142,2163,1503,686,754,1522,1731,2145,2346,2325,1996,610,1375,987,888,582
ENSG00000020633.19,1012,279,295,337,972,1035,329,1508,262,2176,679,894,3356,138,971,117,193,4039
ENSG00000020922.13,1091,1116,970,1852,1433,1073,880,1740,1171,981,1227,1470,830,781,771,782,950,1955
ENSG00000021300.14,1879,1994,944,822,1000,436,1262,2862,456,1857,1756,2071,2403,1038,2287,604,874,2904
ENSG00000021355.13,6109,13616,12192,12826,11119,28010,39665,26895,5539,8551,24535,12898,10978,11123,12517,12899,6565,5055
ENSG00000021461.17,0,2,0,1,1,2,6,3,1,2,7,1,0,3,1,0,0,6
ENSG00000021488.13,6,24,21,27,62,5,19,269,3,7,59,44,25,151,40,4,25,48
ENSG00000021574.13,1067,1163,1109,1701,1103,614,976,3006,1310,1217,753,1455,810,513,1025,665,718,1229
ENSG00000021645.20,55,135,246,1592,83,25,115,526,239,189,48,290,34,35,181,50,153,60
ENSG00000021762.20,2299,1703,2340,4241,1707,1601,2827,5186,2218,3999,1754,1725,3765,1603,1550,1021,2289,1868
ENSG00000021776.11,2616,1920,2065,2349,3782,1514,2746,4723,2044,3169,1581,3012,2029,2082,1717,1466,1496,2927
ENSG00000021826.17,295,440,270,619,115,140,130,335,174,345,81,474,1336,347,236,427,226,126
ENSG00000021852.13,42,39,38,4,90,8,13,45,23,169,45,24,27,51,28,15,112,19
ENSG00000022267.19,1134,827,3013,13986,1345,2587,769,3063,2364,2257,485,6469,1345,406,2938,1417,1194,579
ENSG00000022277.13,3986,3199,3644,4423,3046,5177,3547,5870,3755,3976,3193,3814,3941,3527,3722,4745,2499,3774
ENSG00000022355.18,1,6,0,7,0,0,2,0,2,1,1,8,0,1,6,1,7,0
ENSG00000022556.16,6,4,58,2494,4599,2012,1876,444,1129,86,1914,387,1485,112,300,109,100,1569
ENSG00000022567.10,8021,1886,1673,6830,2660,2334,4539,3802,2929,1365,1254,2342,2234,7848,1666,735,1387,2609
ENSG00000022840.16,6927,5909,10633,8974,10619,8140,9627,12265,5151,6243,7734,8735,10504,9646,9040,8517,6052,5692
ENSG00000022976.15,326,287,308,307,339,159,479,486,172,309,209,438,251,258,229,224,254,289
ENSG00000023041.11,2807,1999,2133,3047,1669,1667,3101,3765,1971,3501,2552,2394,2311,2058,2024,1375,1199,2925
ENSG00000023171.18,176,1533,1545,5815,2574,209,2497,1396,709,266,1026,3140,2544,3195,1223,794,696,8408
ENSG00000023191.17,8724,9177,9338,11252,9085,11841,11297,14706,6183,15371,8635,5971,14216,8931,8524,7037,6915,6427
ENSG00000023228.14,3280,3948,3530,5685,4056,2433,3372,9679,3864,4299,2206,4713,3214,2497,3393,2397,2012,3944
ENSG00000023287.13,4008,2216,4665,3955,4102,1555,2273,6571,5746,3343,1740,3197,1320,1167,1769,1864,1214,2886
ENSG00000023318.8,3596,3402,3151,4582,4693,4663,4581,7297,3624,5173,4237,4948,5580,3029,3733,2974,3330,3713
ENSG00000023330.15,4133,3642,2386,4014,3521,1914,4285,7451,1888,5227,2529,3464,5363,4589,3796,3185,1567,2166
ENSG00000023445.16,4220,5516,5999,7005,7533,1347,3741,11086,1486,3682,15816,6514,9567,2862,5847,1804,14663,7432
ENSG00000023516.9,2827,3389,2345,4574,2658,767,2678,8414,5170,2713,1634,4082,1879,1244,2139,3461,1965,2222
ENSG00000023572.10,697,659,694,1797,677,628,979,1433,568,637,800,923,1042,639,731,849,601,844
ENSG00000023608.5,416,310,791,412,403,377,235,548,366,298,387,364,430,244,487,694,352,317
ENSG00000023697.13,1249,1719,2121,1622,2286,1606,1616,3349,1537,3173,1659,1951,2108,1925,1595,1068,1219,1222
ENSG00000023734.11,3255,4701,7081,5539,7365,5962,3580,10355,4538,5962,3086,5165,5178,3251,4172,4788,3246,2686
ENSG00000023839.12,38,29,79,26,26,15,79,300,22,13,61,98,37,44,99,17,44,278
ENSG00000023892.11,1419,964,1415,1171,1726,1743,3046,1497,528,905,1294,1234,1288,906,1659,1185,534,1149
ENSG00000023902.14,1606,1291,3892,5177,2171,5367,2052,3896,2249,3759,3626,2978,3645,1152,2926,1856,1606,964
ENSG00000023909.10,910,1186,1005,549,1019,708,736,2149,1185,715,695,2392,652,809,1050,1272,1144,1285
ENSG00000024048.11,1715,2843,2711,3101,3290,1502,3525,6981,2250,1800,1736,3758,1921,1448,2065,1383,2016,1799
ENSG00000024422.12,10955,4813,14346,11081,4109,8527,8381,10193,8339,11811,9629,8959,15217,7727,4431,11726,6815,6711
ENSG00000024526.17,127,147,309,230,480,368,104,383,142,222,276,73,147,94,217,404,141,472
ENSG00000024862.18,947,918,1013,1246,1093,1241,1669,1766,814,983,610,1948,1101,863,1052,718,915,1331
ENSG00000025039.15,473,1000,699,882,813,1019,750,2866,1261,1494,316,1502,1303,430,1159,713,853,375
ENSG00000025156.13,296,376,534,674,522,331,366,979,433,393,257,519,227,236,524,366,340,474
ENSG00000025293.17,2257,1685,2836,2211,1954,1929,1873,4721,2965,3018,1311,2512,2187,995,2107,2099,1628,2697
ENSG00000025423.11,197,86,242,372,97,120,50,249,531,674,94,33,340,24,71,118,193,86
ENSG00000025434.19,2138,2491,1973,2094,2116,1196,1965,1653,775,1881,1288,1573,1952,2839,1564,595,914,1893
ENSG00000025708.14,7252,4627,10645,1740,16296,8898,6809,9688,1861,7938,13696,3637,8392,1665,3171,4298,4469,8259
ENSG00000025770.19,2071,2228,2422,3104,2464,3960,2476,1510,1575,3611,2394,1792,1922,1732,1552,2035,1444,5260
ENSG00000025772.8,2744,1749,2924,2769,1864,3923,3310,2917,1236,1973,1849,2112,2676,2729,3086,2641,1506,2957
ENSG00000025796.14,3334,4921,6272,4616,5327,3746,4707,10764,5961,5047,2740,7031,3463,2652,4235,3636,3738,3727
ENSG00000025800.14,4060,2461,3870,3422,3606,1790,3067,7718,3436,2904,2854,4308,3720,2725,3113,3972,2504,4238
ENSG00000026025.16,20814,11596,84365,23403,16443,32998,19113,39459,33185,66936,22016,29568,39272,9463,29831,14014,33878,8130
ENSG00000026036.22,81,66,114,151,40,42,377,55,54,35,348,98,129,76,107,188,95,285
ENSG00000026103.22,753,641,1281,1297,1372,742,1733,2180,779,1334,1814,1307,1129,375,695,439,458,407
ENSG00000026297.16,1346,1032,6033,3001,1238,1930,8414,6422,1087,2479,3967,2041,4361,4196,6193,7576,7332,2885
ENSG00000026508.20,25366,21324,49758,10987,24972,17437,16551,43474,26517,40033,18665,26915,16960,8295,18319,20137,16615,13036
