,TCGA-2L-AAQI-01A,TCGA-2L-AAQJ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPY-01A,TCGA-FB-AAQ3-01A,TCGA-HZ-7926-01A,TCGA-IB-7644-01A,TCGA-IB-7654-01A,TCGA-IB-AAUO-01A,TCGA-FB-AAQ0-01A,TCGA-H6-A45N-01A,TCGA-HZ-8637-01A,TCGA-LB-A7SX-01A,TCGA-US-A77J-01A
ENSG00000228229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228232.1,457,24,59,458,32,23,1287,1354,562,624,650,17,109,87,27
ENSG00000228234.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228235.1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
ENSG00000228236.2,0,1,0,4,1,2,6,5,0,2,0,0,21,1,0
ENSG00000228237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228238.1,2,1,0,0,2,0,0,0,0,3,5,2,7,17,0
ENSG00000228239.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000228240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228242.6,47,48,31,35,86,16,65,28,52,138,76,46,111,72,56
ENSG00000228247.1,0,0,1,1,0,1,3,0,2,0,0,0,6,3,0
ENSG00000228248.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228251.1,7,7,6,8,5,5,16,5,3,8,10,5,16,6,8
ENSG00000228252.9,12,32,8,50,38,36,12,11,12,95,69,61,84,49,29
ENSG00000228253.1,17107,29720,11063,16459,16479,13761,10422,9895,7253,12764,8976,1881,22178,43837,4444
ENSG00000228255.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000228257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228259.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228261.1,9,5,2,3,5,12,9,2,4,36,19,5,4,15,0
ENSG00000228262.10,274,51,56,29,418,53,648,55,81,106,16,176,22,27,171
ENSG00000228264.1,1,2,0,1,0,1,0,0,1,1,0,2,3,0,3
ENSG00000228271.2,2,1,1,1,8,1,7,1,3,10,6,2,6,21,3
ENSG00000228272.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228274.4,39,25,26,40,69,38,57,57,30,53,50,34,68,133,31
ENSG00000228275.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000228277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000228278.5,6,4,24,9,20,14,2,16,110,28,10,6,21,121,19
ENSG00000228280.1,0,0,1,1,2,2,1,0,1,0,0,1,4,7,0
ENSG00000228283.3,1,1,0,1,0,1,4,2,0,0,2,0,5,2,0
ENSG00000228285.2,3,3,2,6,2,0,2,5,5,2,1,1,8,6,2
ENSG00000228286.3,0,1,1,0,0,0,0,0,0,0,1,0,1,5,0
ENSG00000228288.7,115,96,39,94,210,123,177,238,104,127,304,88,141,250,117
ENSG00000228289.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
ENSG00000228290.7,1,0,2,2,1,0,2,10,1,1,0,1,7,0,9
ENSG00000228291.1,0,0,0,0,1,0,4,0,0,1,0,0,1,9,0
ENSG00000228292.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000228293.1,1,1,0,0,0,0,1,0,0,4,0,1,1,2,0
ENSG00000228294.6,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
ENSG00000228295.2,0,1,0,0,0,0,0,0,1,1,0,0,0,7,0
ENSG00000228296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228300.14,1162,1914,1088,2051,1460,1325,1741,2752,1583,2993,1159,844,1915,1311,1893
ENSG00000228301.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228302.2,27,16,20,26,51,25,35,10,17,87,72,43,84,61,34
ENSG00000228303.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228305.2,14,14,14,7,15,10,19,16,18,35,20,10,39,9,9
ENSG00000228307.2,2,0,2,1,0,0,1,0,2,2,6,3,0,3,1
ENSG00000228308.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228309.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228312.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000228314.1,14,6,2,18,92,0,20,4,4,15,12,10,66,27,183
ENSG00000228315.12,86,50,58,122,206,22,108,49,64,184,108,110,294,328,107
ENSG00000228316.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ENSG00000228317.2,0,1,0,1,3,0,2,0,0,0,1,0,2,2,1
ENSG00000228318.3,15,6,8,16,18,15,2,4,3,68,13,6,15,25,1
ENSG00000228319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228322.1,4,2,0,2,4,2,3,2,2,2,0,0,2,0,2
ENSG00000228323.2,9,2,1,4,4,1,8,0,6,7,5,4,4,3,12
ENSG00000228325.5,0,10,1,1,0,0,0,0,0,4,0,1,27,13,13
ENSG00000228327.3,59,35,42,60,73,13,83,72,85,121,96,75,228,134,68
ENSG00000228328.2,4,3,2,6,0,0,4,5,2,0,1,4,3,4,2
ENSG00000228329.3,1,0,0,0,1,0,0,0,3,2,0,0,5,0,3
ENSG00000228330.1,2,9,3,4,3,2,4,8,9,13,7,6,7,8,7
ENSG00000228331.2,1,2,1,2,1,0,1,1,3,0,1,0,7,3,2
ENSG00000228334.2,3,0,1,1,0,0,1,0,0,1,1,0,0,0,0
ENSG00000228335.1,9,11,4,21,8,5,11,8,8,9,13,5,8,31,3
ENSG00000228336.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
ENSG00000228337.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228338.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228339.1,1,1,1,4,1,0,2,2,8,7,1,2,5,1,1
ENSG00000228340.6,45,14,43,14,25,23,34,56,35,137,15,47,106,92,39
ENSG00000228341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000228343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228345.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228347.1,1,3,0,2,0,0,0,2,1,1,0,0,7,3,0
ENSG00000228348.1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
ENSG00000228349.1,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0
ENSG00000228350.1,7,8,4,6,5,9,3,0,11,8,9,9,5,13,3
ENSG00000228351.3,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0
ENSG00000228352.2,8,2,7,4,5,4,4,3,6,9,8,4,11,11,3
ENSG00000228353.1,2,0,0,3,0,0,0,1,2,3,0,0,2,1,0
ENSG00000228354.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000228355.1,1,0,0,0,0,0,0,1,0,0,0,0,0,23,3
ENSG00000228358.6,100,1,0,1,2,1,20,1,0,23,4,28,9,0,2
ENSG00000228360.1,3,4,3,2,8,2,2,1,1,3,3,1,8,4,2
ENSG00000228361.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228363.2,2,11,3,11,11,2,20,12,13,15,10,6,35,19,6
ENSG00000228364.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000228365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228366.1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000228367.3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000228368.1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
ENSG00000228369.2,2,0,0,2,1,0,1,0,1,4,0,0,5,3,0
ENSG00000228372.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000228373.2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ENSG00000228374.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228376.3,0,0,0,0,2,0,2,0,0,3,1,0,1,7,2
ENSG00000228379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228380.1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000228382.1,0,5,1,0,3,0,8,1,1,0,1,2,8,0,19
ENSG00000228383.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228384.4,1,0,0,0,0,0,0,0,1,0,0,2,4,0,1
ENSG00000228386.2,0,0,0,0,0,0,1,0,2,1,1,2,3,11,0
ENSG00000228391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228392.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000228393.4,89,37,38,85,173,112,48,64,34,331,301,64,164,278,86
ENSG00000228395.2,38,39,18,42,32,27,46,60,74,48,36,37,65,31,41
ENSG00000228397.3,1,4,1,3,3,6,5,7,2,1,0,2,0,2,3
ENSG00000228398.3,0,1,0,0,0,0,1,1,0,1,0,1,2,1,1
ENSG00000228399.1,1,4,6,3,4,2,3,0,4,2,4,2,7,2,3
ENSG00000228400.2,0,0,0,0,2,0,0,0,1,0,1,0,3,1,0
ENSG00000228401.5,16,20,8,7,15,40,13,4,12,14,2,12,29,10,35
ENSG00000228403.1,1,0,2,1,6,0,2,0,0,3,0,1,11,1,4
ENSG00000228404.1,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0
ENSG00000228407.2,4,6,5,7,11,3,10,17,4,3,3,2,3,13,8
ENSG00000228408.6,0,0,1,0,4,1,4,1,1,1,0,2,7,0,4
ENSG00000228409.6,144,148,118,186,210,117,247,229,126,242,317,113,293,212,141
ENSG00000228410.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228410.6_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228411.1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0
ENSG00000228412.9,24,21,21,30,21,15,7,12,17,15,12,27,63,24,22
ENSG00000228413.1,1,2,1,2,5,0,2,0,0,4,5,3,8,6,1
ENSG00000228414.7,0,2,1,0,2,0,1,2,3,1,0,1,1,5,3
ENSG00000228415.3,3,2,0,3,6,0,6,5,0,1,5,7,6,5,5
ENSG00000228417.1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
ENSG00000228420.1,1,0,1,0,0,0,0,0,0,2,8,0,2,2,1
ENSG00000228421.2,2,0,1,3,3,0,1,1,2,2,0,2,4,1,3
ENSG00000228422.5,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0
ENSG00000228423.2,0,1,0,0,1,2,0,0,0,1,0,1,0,0,1
ENSG00000228426.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228427.3,10,22,30,17,53,18,79,18,25,19,0,16,84,13,98
ENSG00000228429.1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1
ENSG00000228430.9,3,1,1,0,2,4,1,0,3,0,1,2,5,1,4
ENSG00000228431.1,1,2,1,1,0,1,2,1,1,0,0,0,2,7,0
ENSG00000228432.1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
ENSG00000228433.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228434.1,2,6,5,3,8,0,6,4,9,10,1,8,9,3,3
ENSG00000228436.3,20,17,28,19,20,12,20,15,42,17,23,12,37,24,14
ENSG00000228437.5,10,2,0,9,5,0,10,0,0,7,14,3,12,9,3
ENSG00000228438.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228444.2,5,6,3,10,19,7,8,6,7,16,25,9,11,13,9
ENSG00000228445.1,0,0,2,0,4,0,0,1,1,1,1,1,15,0,0
ENSG00000228446.2,10,11,1,9,4,1,3,1,3,18,17,2,15,6,5
ENSG00000228450.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ENSG00000228451.4,67,81,66,45,89,54,75,88,126,80,56,90,166,73,104
ENSG00000228452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228453.1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000228459.4,2,2,9,1,2,4,3,7,6,10,1,3,19,3,5
ENSG00000228460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228462.1,0,0,0,3,2,1,0,0,1,0,0,1,3,4,2
ENSG00000228463.10,9,1,5,3,10,1,9,1,6,3,3,10,31,10,2
ENSG00000228464.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000228465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228466.1,0,0,1,1,0,0,0,0,0,2,0,0,2,3,1
ENSG00000228467.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228470.1,3,1,2,0,0,0,4,0,2,5,5,4,7,3,0
ENSG00000228471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228474.6,3987,4633,2954,3378,4719,5635,4591,5659,4363,3877,3676,1357,4423,4333,3154
ENSG00000228476.2,0,0,0,0,4,0,1,4,0,0,0,0,2,0,2
ENSG00000228477.1,14,5,7,8,19,1,13,16,10,6,14,23,24,77,3
ENSG00000228478.1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
ENSG00000228480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228481.1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0
ENSG00000228482.2,2,1,0,0,3,9,19,8,16,2,7,0,14,4,5
ENSG00000228484.3,3,0,6,1,9,0,4,2,3,5,4,4,17,1,1
ENSG00000228485.1,0,0,3,4,2,0,1,1,1,0,4,1,1,1,0
ENSG00000228486.10,63,32,27,69,132,41,141,36,24,117,68,140,231,188,122
ENSG00000228487.2,21,21,4,14,22,1,24,19,20,17,21,16,50,16,3
ENSG00000228488.1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
ENSG00000228489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228492.2,37,24,21,38,52,5,60,14,25,101,40,56,112,48,11
ENSG00000228495.2,11,19,9,33,9,5,68,8,6,18,2,6,14,19,81
ENSG00000228496.1,0,2,1,1,0,0,1,1,1,0,0,1,3,0,0
ENSG00000228499.1,5,10,6,10,2,11,13,7,8,3,2,2,14,5,4
ENSG00000228501.2,2,2,1,2,1,0,5,0,1,1,0,0,3,1,5
ENSG00000228502.1,106,164,129,115,48,45,214,278,222,38,32,51,294,109,176
ENSG00000228503.1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0
ENSG00000228504.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228505.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000228506.2,95,101,46,140,98,133,110,155,112,183,87,128,276,183,237
ENSG00000228507.1,4,1,1,4,6,1,2,1,6,1,5,2,5,4,0
ENSG00000228509.6,18,19,241,8,132,21,460,22,36,42,30,69,101,157,22
ENSG00000228510.2,2,4,2,1,2,1,0,0,1,9,1,8,3,1,2
ENSG00000228513.1,2,1,1,1,2,1,0,2,2,3,3,2,0,2,0
ENSG00000228517.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228518.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228519.3,9,14,15,8,7,7,7,9,7,14,7,6,23,21,10
ENSG00000228521.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228522.2,0,0,2,2,0,0,2,2,4,1,0,3,0,1,0
ENSG00000228523.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000228525.1,0,0,0,0,1,0,1,0,1,0,1,2,2,2,0
ENSG00000228526.7,268,473,193,373,1108,716,360,428,165,1336,679,292,1057,1067,338
ENSG00000228527.1,0,4,2,1,0,1,2,1,0,0,0,1,1,8,1
ENSG00000228528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228530.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228532.4,7,6,10,11,1,3,6,3,14,8,2,1,15,15,3
ENSG00000228536.3,14,14,21,15,3,27,31,3,52,10,5,12,8,17,4
ENSG00000228538.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228539.1,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0
ENSG00000228540.1,0,0,1,1,1,0,2,1,1,0,2,0,2,5,1
ENSG00000228541.1,1,2,2,2,3,2,6,5,0,1,2,0,5,8,3
ENSG00000228543.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000228544.1,30,22,22,26,60,24,57,19,27,45,71,42,97,43,32
ENSG00000228546.2,0,1,2,6,0,3,5,2,2,0,0,0,4,2,5
ENSG00000228547.5,1,0,1,0,3,0,1,0,0,0,0,0,2,1,0
ENSG00000228548.1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1
ENSG00000228549.4,26,4,25,26,5,4,72,31,54,2,6,10,16,83,13
ENSG00000228550.1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0
ENSG00000228551.1,3,0,2,1,5,9,5,4,3,12,3,3,2,3,0
ENSG00000228553.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000228554.1,12,10,2,4,9,1,18,3,7,19,12,3,19,12,0
ENSG00000228557.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228559.2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
ENSG00000228560.1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0
ENSG00000228561.2,2,1,2,20,1,5,2,5,1,3,3,0,7,1,3
ENSG00000228563.1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ENSG00000228564.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228566.2,2,0,0,0,5,2,19,1,4,1,0,1,6,0,0
ENSG00000228567.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228568.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000228570.7,0,7,1,14,1,2,3,0,0,0,0,8,29,4,1
ENSG00000228571.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228572.7,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
ENSG00000228572.7_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228573.1,5,3,1,1,8,6,2,0,2,2,0,0,1,0,0
ENSG00000228577.1,0,1,0,4,2,0,2,0,0,0,0,2,4,0,0
ENSG00000228578.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228585.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228586.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228587.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228589.3,38,28,36,21,8,10,60,53,76,33,5,9,85,54,21
ENSG00000228590.2,1,12,2,0,7,0,23,0,1,2,1,3,42,4,46
ENSG00000228592.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228593.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000228594.4,267,286,256,206,418,407,392,1302,363,1172,106,380,481,317,664
ENSG00000228595.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000228596.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228597.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228598.1,7,1,4,0,1,0,3,3,1,1,0,0,4,2,0
ENSG00000228599.1,1,2,0,5,0,0,1,1,0,0,3,0,1,1,3
ENSG00000228600.1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,3
ENSG00000228601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228604.3,0,1,0,1,1,0,0,1,2,0,1,0,2,4,0
ENSG00000228606.3,12,10,8,17,20,3,11,23,15,19,11,3,38,21,4
ENSG00000228607.2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
ENSG00000228610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228611.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000228612.2,13,3,0,2,0,0,36,8,1,0,1,1,6,2,1
ENSG00000228613.1,1,0,4,0,0,0,4,0,1,5,0,2,3,8,0
ENSG00000228615.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000228618.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228620.1,3,3,0,3,4,4,10,1,1,1,0,1,0,24,2
ENSG00000228622.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000228623.6,17,5,10,18,6,6,27,69,33,12,36,7,21,3,4
ENSG00000228624.7,19,51,14,14,23,14,16,23,45,22,18,12,76,37,23
ENSG00000228625.1,1,1,0,0,0,1,0,0,0,0,8,0,0,3,0
ENSG00000228626.1,3,1,0,0,18,0,1,6,127,2,0,1,561,3,1
ENSG00000228627.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228629.2,6,0,4,2,1,0,2,1,8,2,0,2,6,0,0
ENSG00000228630.5,25,7,13,0,17,94,72,99,49,127,78,19,28,1419,3
ENSG00000228634.1,2,3,1,1,5,0,4,3,1,12,5,5,7,13,0
ENSG00000228636.3,0,0,0,0,2,0,0,0,0,3,1,0,3,0,0
ENSG00000228638.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228639.8,48,1,55,15,38,20,17,17,37,23,0,34,0,18,8
ENSG00000228643.1,8,0,3,0,4,2,9,0,5,4,1,4,5,2,3
ENSG00000228645.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228646.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228648.1,2,4,0,3,0,1,1,2,2,0,0,2,0,13,1
ENSG00000228649.9,52,50,47,99,73,34,92,46,59,309,104,63,168,42,98
ENSG00000228650.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000228653.2,10,11,7,11,8,12,16,30,22,20,20,21,50,28,12
ENSG00000228655.7,1,2,2,2,9,1,4,1,2,6,2,2,8,2,18
ENSG00000228656.1,0,0,0,1,0,0,0,0,34,0,1,0,0,0,0
ENSG00000228657.1,0,0,0,3,1,2,2,1,0,0,0,0,2,0,0
ENSG00000228658.1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000228659.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228660.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228661.1,5,1,6,7,4,2,5,3,11,4,1,4,6,6,3
ENSG00000228663.1,3,5,1,2,10,9,13,6,0,12,20,4,24,16,31
ENSG00000228664.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228665.2,0,4,1,0,3,6,5,3,5,2,2,1,14,2,10
ENSG00000228666.1,2,3,3,2,2,0,4,3,3,1,0,0,3,2,1
ENSG00000228667.1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
ENSG00000228668.1,10,2,1,2,7,3,3,13,12,7,0,2,59,0,12
ENSG00000228669.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228670.4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
ENSG00000228672.4,258,161,201,267,201,62,170,154,207,307,227,82,245,153,231
ENSG00000228674.4,1,0,1,1,79,0,0,81,0,0,0,0,0,2,1
ENSG00000228675.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228677.1,4,2,0,4,2,1,2,0,1,7,6,6,7,5,0
ENSG00000228679.1,0,0,0,0,0,0,0,0,5,0,0,1,5,1,0
ENSG00000228680.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228681.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228683.1,9,0,0,1,3,1,0,0,2,0,0,9,22,0,6
ENSG00000228685.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228686.2,12,20,11,7,10,4,24,23,6,9,21,4,7,16,3
ENSG00000228687.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228688.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000228689.8,12,3,5,9,11,5,14,2,4,23,0,9,3,1,4
ENSG00000228692.2,4,2,1,3,1,1,0,1,5,2,0,0,0,0,4
ENSG00000228694.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228695.10,137,3,0,35,29,3,738,0,2,0,7,58,3,9,26
ENSG00000228696.10,70,35,21,35,24,2,32,15,46,3,108,72,52,125,3
ENSG00000228697.4,0,5,1,24,14,2,9,1,0,2,10,2,4,6,0
ENSG00000228700.1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1
ENSG00000228701.2,10,10,8,3,18,27,5,3,22,3,0,15,6,39,19
ENSG00000228702.1,2,8,1,7,6,2,5,1,4,7,2,4,5,6,2
ENSG00000228703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228705.2,59,80,12,0,43,21,40,13,81,10,187,1,80,70,2
ENSG00000228707.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228708.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228709.1,4,3,1,9,10,3,38,3,15,2,0,3,116,21,14
ENSG00000228711.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228714.4,0,2,1,22,0,1,3,0,3,8,0,0,0,1,0
ENSG00000228716.7,254,333,393,274,185,266,655,864,542,498,312,202,572,508,283
ENSG00000228717.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228718.2,2,5,0,1,2,1,1,0,1,2,0,0,2,0,0
ENSG00000228719.1,0,3,0,3,0,0,2,0,6,2,0,1,1,3,4
ENSG00000228721.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228723.6,0,0,0,2,0,0,0,0,0,1,0,1,1,3,1
ENSG00000228725.3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
ENSG00000228727.9,11,6,8,16,33,15,4,4,4,36,41,10,53,42,24
ENSG00000228728.1,3,0,1,0,0,0,3,4,3,1,1,3,13,3,0
ENSG00000228729.1,2,0,1,0,1,0,2,0,0,0,4,0,1,1,0
ENSG00000228730.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228734.2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
ENSG00000228735.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000228737.2,4,3,0,4,1,4,6,5,2,3,3,2,1,2,1
ENSG00000228739.1,0,0,0,0,0,3,1,0,0,0,0,0,28,0,0
