,TCGA-02-0055,TCGA-06-0129,TCGA-06-0130,TCGA-06-0190,TCGA-06-0190,TCGA-06-0210,TCGA-06-0210,TCGA-06-2558,TCGA-12-0619,TCGA-14-1402,TCGA-16-1045,TCGA-19-2625,TCGA-32-1982,TCGA-32-2638,TCGA-76-4927,TCGA-06-2565,TCGA-12-0821,TCGA-14-0871
ENSG00000111371.16,1311,6486,1035,3596,3344,4019,2255,2829,2008,2271,5017,3238,1253,1253,898,5550,2676,549
ENSG00000111404.7,34,82,29,23,4,65,125,259,42,152,78,71,163,128,104,263,259,385
ENSG00000111405.9,12,32,11,7,11,43,49,40,10,85,116,95,29,80,28,32,282,1
ENSG00000111412.6,2187,3668,2659,3178,1851,7199,5116,3686,3590,2554,5690,4640,922,6982,2864,3564,6546,413
ENSG00000111424.12,1144,57,1757,320,1138,265,417,72,582,28,220,104,9,195,83,122,66,6
ENSG00000111432.4,15,54,18,47,11,32,64,33,35,15,45,44,23,35,45,78,15,7
ENSG00000111445.14,526,2338,910,713,615,707,662,1149,1123,865,541,1245,215,887,527,915,1514,145
ENSG00000111450.14,1671,2086,2022,1610,1621,1822,1086,1411,1629,1402,960,1519,447,1623,970,1880,1618,129
ENSG00000111452.13,79,143,244,133,47,203,520,183,180,81,395,179,169,124,123,268,274,167
ENSG00000111481.10,6917,6956,9830,5805,5401,7795,6517,7393,4981,7424,7376,7450,2421,8811,5557,7591,13147,1299
ENSG00000111490.15,82,95,67,86,75,136,93,141,109,57,46,165,32,99,62,100,125,9
ENSG00000111530.13,4697,4802,7698,5131,5998,6983,5515,7625,5434,4755,4965,5069,1622,7713,3726,7682,8962,1360
ENSG00000111536.5,1,1,2,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0
ENSG00000111537.5,2,0,37,1,5,0,2,2,0,5,1,0,2,0,3,2,0,0
ENSG00000111540.16,5347,6613,5893,6365,6263,9240,8450,9938,6416,6134,8443,9651,2198,11500,5835,10053,11698,1046
ENSG00000111554.14,355,1472,1078,523,277,725,445,725,649,717,939,892,253,986,405,976,1200,72
ENSG00000111581.10,1491,2149,2317,1167,1202,1589,1236,2155,1484,1324,1035,1441,621,1877,887,2830,2228,652
ENSG00000111596.14,1781,4317,3167,3636,2794,2921,2467,2905,2714,2344,2814,3138,914,5630,1960,4178,3317,526
ENSG00000111602.12,847,4751,1908,1700,1850,1057,1523,2204,3288,964,1075,2723,369,1916,1809,1748,2820,645
ENSG00000111605.18,2237,7397,3253,2905,3067,3061,3106,3546,3821,1867,2035,3048,894,4091,2079,5465,3753,783
ENSG00000111615.14,827,1051,1257,858,983,1270,895,1010,979,876,804,884,347,1604,656,2032,1635,149
ENSG00000111639.8,4955,2778,4510,2741,2708,3636,2790,4048,2399,4365,2726,4271,1429,3465,2520,3127,5113,878
ENSG00000111640.15,107650,41437,77387,117225,112023,215392,103688,91099,112903,84052,99546,206083,34838,146712,80578,103479,111896,10628
ENSG00000111641.12,12,88,37,18,16,46,15,22,51,8,16,62,11,35,10,83,28,10
ENSG00000111642.16,916,1896,1527,1277,1467,1217,1523,1051,1598,699,768,3099,314,1451,1208,1534,1858,372
ENSG00000111644.8,123,359,529,159,95,105,119,123,153,68,220,51,66,141,35,98,58,21
ENSG00000111647.13,1421,2697,1414,1026,1289,1478,1260,1596,1194,979,1281,817,319,1453,740,1993,1504,112
ENSG00000111652.10,4249,3487,5333,3633,3224,5155,4555,4254,3107,4953,4816,5704,1717,5811,3524,4123,4452,339
ENSG00000111653.20,1435,3924,1848,1633,1145,2618,1803,3486,1450,5992,2124,2166,1039,3171,1290,3666,3660,321
ENSG00000111664.11,44,489,894,165,137,214,50,125,273,34,117,224,92,127,32,232,109,84
ENSG00000111665.12,279,985,918,355,527,285,433,794,602,358,234,602,133,409,403,413,896,142
ENSG00000111666.11,4310,1796,2997,4959,2942,4847,2159,1867,3321,3807,3045,3885,1195,2867,1964,2540,3523,137
ENSG00000111667.14,3840,6175,5094,4877,3973,5211,6134,6866,6280,3872,4292,7224,1605,7934,5236,6177,8005,815
ENSG00000111669.15,36867,12709,30313,34759,39123,68994,30818,29935,29437,29651,22486,42260,16503,39186,22930,22619,37707,3819
ENSG00000111670.16,1848,3015,2963,1752,2156,2459,2489,3346,2224,1777,2709,1693,738,3638,1524,3584,2595,126
ENSG00000111671.10,291,423,478,516,487,393,305,350,574,444,494,580,168,953,446,546,396,36
ENSG00000111674.9,9681,5756,4854,10595,7160,33529,8874,10439,10494,6750,8322,32451,2609,10045,5273,6155,13280,353
ENSG00000111676.15,6756,15697,14392,9762,11163,14643,15888,10730,15958,3562,8483,23632,3829,20161,7893,16757,16439,3146
ENSG00000111678.11,1799,966,1707,772,868,1109,651,1353,625,2087,442,1473,776,1216,683,1168,1084,325
ENSG00000111679.17,2588,2887,3586,1897,2043,1588,2995,964,2353,534,1490,981,656,2145,995,843,632,166
ENSG00000111684.11,370,636,547,502,447,653,639,423,533,311,563,406,109,871,473,510,561,59
ENSG00000111696.12,951,1285,1185,1713,1312,1937,1034,588,1312,369,1620,2267,459,1019,292,565,1690,93
ENSG00000111700.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000111701.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111704.11,1,3,1,2,2,0,0,0,1,2,1,3,0,0,0,2,0,0
ENSG00000111707.12,1126,2216,1143,1342,1810,2049,1548,2373,1889,1072,1300,1232,522,2863,763,4021,2002,373
ENSG00000111711.10,4422,2221,4241,2350,3122,3765,1555,3666,1781,5741,1451,1419,1019,3134,1357,2537,3459,553
ENSG00000111713.3,1,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0
ENSG00000111716.14,357,817,686,617,580,620,575,986,447,644,515,1338,284,707,849,732,1538,312
ENSG00000111725.11,1903,2808,1814,2201,1373,2582,1973,2482,2248,2121,1509,2188,1131,3048,1758,2426,2836,360
ENSG00000111726.13,1215,1365,1590,1186,1249,1847,1355,1397,1376,1112,1101,1935,341,1728,973,1633,2586,255
ENSG00000111727.12,1198,2383,1055,860,878,1424,898,1681,974,1863,941,994,366,1747,522,1724,1349,89
ENSG00000111728.10,242,1454,327,719,730,1392,1288,1183,300,910,1266,1246,327,2030,813,2621,2108,499
ENSG00000111729.14,15,16,50,18,34,13,19,14,14,9,21,0,3,24,3,8,3,2
ENSG00000111731.12,1103,4833,1936,1079,1099,1275,1224,1731,1400,923,1500,933,510,1791,784,2324,2021,335
ENSG00000111732.11,1,1,3,2,3,4,2,3,0,0,0,2,0,1,0,0,1,0
ENSG00000111737.12,2407,3920,3081,2527,2180,2849,3270,2335,2796,1343,2260,3088,816,3947,2117,2831,3692,264
ENSG00000111752.11,436,2065,740,686,625,1635,1189,1624,1106,775,944,949,324,2028,668,2770,1421,270
ENSG00000111775.3,1229,2332,1223,1236,1095,2082,1428,2824,961,4612,940,2930,783,2011,1483,1970,3264,235
ENSG00000111780.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111783.13,261,5666,141,1513,59,1664,3740,2672,3451,3022,6164,10395,629,7237,1954,3495,10371,93
ENSG00000111785.21,747,2369,893,1229,630,1261,1011,1428,1126,1147,1012,1544,392,2146,698,1962,1542,171
ENSG00000111786.9,2072,3294,2994,2378,2541,3037,2348,2881,2370,1861,1966,2879,837,3083,1853,2934,3217,709
ENSG00000111788.10,71,999,257,120,86,130,104,205,156,101,38,131,50,136,50,260,125,57
ENSG00000111790.14,1865,2630,2161,1402,1457,2555,1486,2324,1577,2234,1524,1381,646,2264,936,2716,2523,257
ENSG00000111796.4,23,20,53,13,33,16,30,11,9,29,49,6,22,45,9,26,7,0
ENSG00000111799.21,12906,97,7781,3403,22787,215,545,911,1071,306,820,167,337,3267,1164,1341,284,625
ENSG00000111801.16,1964,2668,3365,1375,1465,1463,2325,1556,2650,1358,1909,985,494,5136,718,1887,1983,355
ENSG00000111802.14,2289,2032,1975,1697,1721,2215,1573,2033,2366,2178,2093,1126,630,2057,953,1902,2718,270
ENSG00000111816.8,60,41,99,72,102,23,157,129,68,16,66,4,35,88,73,77,68,25
ENSG00000111817.19,3013,1295,4515,2144,3400,1878,1844,1196,3151,852,1996,626,415,2120,740,1053,1137,270
ENSG00000111832.13,3731,2648,2240,2214,1764,3441,2254,3026,3154,5663,1536,2344,1015,2888,1822,2484,4486,289
ENSG00000111834.13,25,160,66,86,13,76,77,162,169,128,133,111,27,138,509,283,383,9
ENSG00000111837.12,56,78,33,38,21,54,26,48,103,56,52,60,15,99,108,126,72,8
ENSG00000111843.14,7384,3800,4857,3353,3698,5243,3438,5186,4414,10226,4694,3891,2250,4855,3545,3872,7711,704
ENSG00000111845.5,1566,1087,1001,917,984,1258,880,1574,1196,1591,809,575,367,1180,794,1276,1583,270
ENSG00000111846.19,252,970,450,445,125,282,442,715,418,432,603,140,209,599,183,1380,425,21
ENSG00000111850.11,354,809,209,211,192,375,231,598,371,842,204,280,178,696,221,559,274,46
ENSG00000111859.17,16775,2158,1914,6460,5597,7133,2393,975,5907,2150,1815,2231,1586,7207,2893,4065,4895,523
ENSG00000111860.14,468,801,513,507,467,558,308,604,695,414,382,467,153,786,255,1085,382,64
ENSG00000111863.13,51,3,68,28,51,8,6,9,9,8,24,21,0,11,4,6,46,1
ENSG00000111875.8,981,1924,969,984,668,996,896,1954,1279,2399,473,885,442,1429,789,2247,2087,169
ENSG00000111877.17,580,1305,573,596,391,692,561,620,740,481,397,530,198,803,332,825,638,72
ENSG00000111879.20,220,748,150,534,195,563,339,374,1089,370,187,873,139,659,265,1128,335,41
ENSG00000111880.16,1154,1436,695,941,947,1101,899,1380,738,808,530,850,317,1093,667,1246,1553,145
ENSG00000111885.7,3011,1112,3088,2294,3985,2475,2173,676,1859,631,2257,659,211,887,556,247,557,56
ENSG00000111886.11,66,202,43,69,90,66,49,97,71,81,32,102,18,71,11,203,113,13
ENSG00000111897.7,16331,15843,8499,16721,12435,31366,19609,17005,20563,13607,9318,15025,5635,27796,10560,19514,18150,1100
ENSG00000111906.18,3534,2362,2480,2115,2004,2824,2103,2821,2116,5801,1245,2861,956,2161,1797,2436,4126,657
ENSG00000111907.21,2968,225,1179,1574,3963,193,528,785,403,678,272,1208,343,363,310,213,396,303
ENSG00000111911.7,1150,2388,877,1270,984,2599,2199,2595,2056,1328,1108,1946,571,2389,1330,2654,2679,148
ENSG00000111912.20,2650,1993,1286,2434,1292,936,926,1378,1895,880,1005,785,511,1888,640,961,1075,228
ENSG00000111913.20,1568,146,1295,782,1703,423,158,458,882,423,779,503,445,1322,125,302,530,19
ENSG00000111961.18,1262,4710,1447,2794,2412,3157,3174,2767,3916,1747,2518,4395,1209,3896,2107,4282,5960,624
ENSG00000111962.8,747,4051,696,1245,1136,2526,3505,4101,2713,1587,2349,2333,304,2042,1368,1628,4017,632
ENSG00000111981.5,68,29,290,188,165,481,160,242,15,23,14,274,26,31,29,112,402,69
ENSG00000112029.10,474,2102,747,580,703,701,678,1118,1381,796,175,524,192,811,719,801,1496,167
ENSG00000112031.16,507,640,311,417,344,449,363,534,500,395,185,247,91,465,332,440,604,55
ENSG00000112033.14,5539,6366,4506,3638,6607,5795,5415,3846,9869,964,3377,4696,911,6418,2558,3938,3474,464
ENSG00000112038.18,5,10,4,0,1,0,4,20,7,9,1,2,6,5,3,0,13,1
ENSG00000112039.5,558,1730,359,455,773,552,436,556,918,288,295,686,170,540,296,560,601,115
ENSG00000112041.13,8,10,6,5,2,8,6,3,12,5,12,7,2,6,7,8,23,51
ENSG00000112053.14,13,191,8,16,7,12,7,42,13,22,9,7,9,13,6,14,9,2
ENSG00000112062.11,3838,22680,3112,3505,3802,3001,2547,2434,4318,2527,3114,1983,823,3573,1520,3260,2845,363
ENSG00000112077.17,6,2,4,4,4,4,7,2,3,3,2,2,7,3,8,4,7,7
ENSG00000112078.14,5214,57658,4257,4887,6418,6200,6712,7262,8169,4284,4557,5197,1521,7701,3945,8085,8140,810
ENSG00000112079.9,2613,18187,2850,2228,2476,1707,1782,2486,3499,1197,2099,1844,496,2270,1255,1838,1226,385
ENSG00000112081.17,11691,53152,10955,10697,9409,11626,9554,14747,11427,16714,6589,10056,4741,13408,8488,15278,19545,2222
ENSG00000112096.19,80679,18918,24558,60759,108379,89414,130643,19431,313094,49589,114511,134624,12399,151404,32126,31220,71692,2081
ENSG00000112110.10,2693,2061,1936,2060,2003,2517,1884,2765,2571,3310,937,3243,879,2528,1498,2158,3117,295
ENSG00000112115.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112116.10,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,0
ENSG00000112118.20,3245,5206,3627,4929,4606,2797,3838,3921,9914,1828,2471,7776,1071,4451,3374,4157,5392,1103
ENSG00000112130.17,1186,11414,773,940,939,1036,917,938,1614,871,778,1194,267,1258,754,1088,1317,235
ENSG00000112137.18,223,991,153,369,399,291,395,744,486,121,476,323,131,442,156,418,386,18
ENSG00000112139.16,1037,16506,1585,2401,3130,853,980,1153,2166,273,1262,313,138,2776,598,829,289,128
ENSG00000112144.16,861,2499,721,828,1169,1241,1119,2633,1254,663,920,820,272,1050,842,2363,1590,115
ENSG00000112146.17,2570,3053,2172,2590,2407,3385,1921,3135,4133,4656,2630,2345,1227,3226,1107,5119,3369,259
ENSG00000112149.10,3431,1570,3137,2245,654,1388,2255,857,1547,602,648,1385,317,1194,734,646,865,90
ENSG00000112159.12,1273,4718,1514,1049,1425,1618,1830,1431,1297,916,1025,1640,476,2233,1002,3239,1414,779
ENSG00000112164.6,15,4495,4,9,20,4,40,32,10,6,5,8,8,9,6,15,23,76
ENSG00000112167.10,703,8698,619,773,805,700,697,813,1181,966,514,1023,233,972,502,695,1068,124
ENSG00000112175.8,218,2,10,229,929,3,5,9,18,37,0,23,4,25,6,3,13,598
ENSG00000112182.15,206,2106,136,248,307,446,513,509,212,163,149,535,51,665,277,479,914,306
ENSG00000112183.15,221,42,126,161,341,43,72,73,396,51,49,1892,62,81,33,85,105,34
ENSG00000112186.12,1133,829,941,1551,1893,1451,2009,1430,3367,1190,1699,9286,761,1998,683,1203,2483,146
ENSG00000112195.9,54,3,18,27,47,61,29,11,70,3,22,4,7,54,9,1,2,1
ENSG00000112200.17,1539,2570,1252,1257,1509,1854,1075,1825,2204,1442,1111,1327,435,1612,740,2319,2181,301
ENSG00000112208.11,2542,500,842,538,1336,400,314,508,501,389,247,689,78,350,191,307,550,48
ENSG00000112210.12,2177,598,587,943,1926,960,605,1036,1302,946,525,912,173,1041,422,769,653,82
ENSG00000112212.12,0,9,0,1,0,6,1,5,4,1,2,1,1,3,4,9,1,0
ENSG00000112214.10,143,68,56,177,31,88,215,271,151,110,242,47,204,292,159,177,380,6
ENSG00000112218.9,91,427,37,55,35,70,74,293,82,15,44,81,12,47,19,95,133,8
ENSG00000112232.10,19,11,5,3,6,3,7,38,4,11,6,1,15,16,6,12,13,1
ENSG00000112234.9,1223,1438,917,748,685,937,709,928,1069,869,655,802,305,1156,430,1027,1145,75
ENSG00000112237.13,2348,2109,1419,1338,1298,1946,1110,1985,1621,2613,743,1003,491,1544,786,1829,2005,338
ENSG00000112238.12,6,72,2,10,9,103,72,2,57,69,0,2,39,10,0,674,368,0
ENSG00000112242.15,1062,2661,1587,1344,1604,1248,1122,2093,2824,625,932,6185,226,1159,848,1285,1090,401
ENSG00000112245.12,3,5,2,4,5,1,1,1,6,1,4,2,1,5,2,3,8,0
ENSG00000112246.10,9,92,1,12,8,28,36,39,15,0,1,2,0,0,1,2,3,8
ENSG00000112249.14,1824,3595,2028,3286,1736,2707,2930,2100,3415,1205,1093,1776,460,3190,1843,3505,2232,351
ENSG00000112273.7,1,4,1,0,2,0,0,1,3,1,0,27,2,1,1,1,1,0
ENSG00000112276.14,890,1119,1623,1324,885,1443,1102,684,1240,412,278,1057,133,302,494,359,279,213
ENSG00000112280.17,37,4174,14,391,13,187,385,574,794,14,98,733,225,220,234,484,378,10
ENSG00000112282.18,1200,3337,1273,1268,1085,1534,1127,1428,2255,1250,793,1041,438,2006,557,2322,1552,407
ENSG00000112290.13,1221,4810,760,1238,828,1687,1702,4010,2085,689,730,1663,473,1693,1070,1522,2455,250
ENSG00000112293.15,60,217,31,111,51,160,177,179,143,153,323,78,78,252,110,537,298,23
ENSG00000112294.14,429,2039,346,1048,242,2615,2304,2050,1127,1760,2424,1008,478,3045,1521,5231,3455,196
ENSG00000112297.18,3769,252,2547,1400,2126,1781,763,266,1799,101,868,787,233,1060,281,1749,186,22
ENSG00000112299.8,446,119,367,145,179,91,73,66,109,54,110,16,30,74,29,34,68,4
ENSG00000112303.14,607,117,393,230,176,445,156,249,304,197,411,49,69,200,53,77,69,4
ENSG00000112304.11,972,822,1201,750,608,887,824,1011,1175,1297,1207,902,270,813,607,688,1297,157
ENSG00000112305.15,299,614,169,389,371,497,452,634,617,329,452,392,94,565,335,625,617,62
ENSG00000112306.8,55915,20895,24535,22571,24248,32617,19133,21555,20990,35378,12046,20402,11618,24582,14024,16621,31860,12826
ENSG00000112308.13,7734,11578,14259,10405,9196,12561,10712,12227,14706,11339,17026,11002,3434,15392,8067,11957,14798,652
ENSG00000112309.11,32,1195,26,113,46,107,561,1761,220,349,826,559,178,826,261,1151,312,29
ENSG00000112312.10,1641,1467,822,1203,1076,759,755,1541,1832,2072,1698,1213,824,921,814,619,2543,165
ENSG00000112319.19,935,100,1425,1712,1141,1201,282,47,963,1945,1128,1573,451,2467,540,3222,956,250
ENSG00000112320.12,435,2124,272,1491,992,1804,1615,2199,1771,1063,1127,1411,559,2773,907,4246,2026,315
ENSG00000112333.12,350,169,47,601,29,843,706,480,1223,816,1070,2250,280,2065,1429,1340,1898,24
ENSG00000112335.15,15088,9893,9934,12691,9849,17308,12074,16437,19337,24929,7654,16620,5395,20034,10331,14959,17660,1232
ENSG00000112337.10,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
ENSG00000112339.15,2785,3079,1887,2315,1945,2391,2029,2517,3522,1762,1092,2074,604,2680,1378,2653,3108,447
ENSG00000112343.11,1243,1219,1695,940,1672,1460,1191,594,1182,616,1964,195,354,1576,388,1852,797,248
ENSG00000112357.14,467,450,269,362,163,427,299,334,405,455,150,542,130,443,295,525,477,40
ENSG00000112365.5,375,1181,509,433,422,579,597,585,877,285,294,539,140,651,370,806,581,97
ENSG00000112367.12,1275,2693,949,1337,833,1686,1503,1948,1987,1086,1073,1667,420,1778,895,1847,2006,130
ENSG00000112378.12,1434,96,138,1422,868,873,367,216,2020,730,350,789,346,475,95,125,1335,128
ENSG00000112379.9,565,2593,255,786,141,1672,1467,2129,1695,548,574,1014,245,490,749,1518,914,50
ENSG00000112394.17,3519,574,83,646,2399,763,247,330,1841,138,425,385,18,607,118,126,265,32
ENSG00000112406.5,1386,2889,2086,1121,1833,1394,1637,1276,1909,399,1141,1262,377,1556,920,1571,1333,192
ENSG00000112414.15,235,283,316,171,181,92,135,182,537,44,422,34,30,281,80,211,103,41
ENSG00000112419.14,695,594,864,828,1064,281,624,553,816,318,532,272,183,523,397,762,591,185
ENSG00000112425.16,344,1065,274,336,325,515,556,837,831,470,330,542,219,1148,551,1260,682,40
ENSG00000112462.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112473.18,8647,6273,6062,8403,11783,6372,6994,5030,11257,2539,5174,6735,1950,8915,4908,6034,7123,1988
ENSG00000112486.17,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000112494.10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000112499.13,5,12,2,3,0,1,0,12,5,16,0,2,2,2,0,1,0,0
ENSG00000112511.18,2370,4449,2019,2822,2973,5016,2214,2439,4434,1944,2658,5175,1031,4337,1104,3607,3465,536
ENSG00000112514.18,8802,5722,5405,5734,4526,6261,4937,6146,9862,6140,4190,10159,2135,6708,3953,4905,8099,1387
ENSG00000112530.11,50,245,28,224,82,294,157,472,479,274,341,594,66,474,564,564,653,78
ENSG00000112531.17,11977,69103,12265,21583,17501,36055,37007,50490,31725,18176,7140,27309,5728,51709,24291,50665,40219,2290
ENSG00000112539.15,6,148,47,47,7,33,43,115,156,46,70,210,14,119,160,265,142,1
ENSG00000112541.17,164,1404,47,271,1097,191,213,1092,1734,100,140,135,28,124,79,605,475,320
ENSG00000112559.15,1375,1869,1132,1251,2180,2989,3475,5805,930,1097,737,325,421,3556,1883,4890,3265,1087
ENSG00000112561.19,961,2388,1761,1250,1301,1436,2306,1332,2395,645,1292,1859,388,1565,970,1081,817,104
ENSG00000112562.19,2865,385,248,1051,2378,439,378,512,479,267,389,129,198,657,516,649,206,39
ENSG00000112576.13,8909,33966,4640,6527,5994,3929,3222,3586,8325,2714,3754,5131,1585,3297,1993,3560,6565,251
ENSG00000112578.10,1790,30054,760,994,972,1110,1112,1277,1335,599,494,1158,263,1463,696,1223,1403,385
ENSG00000112584.14,1649,3389,1590,2070,1928,2400,2391,2282,2622,1443,1189,2256,681,2841,1635,2618,3336,331
ENSG00000112592.14,990,1572,789,870,821,1093,681,1047,1249,1130,402,931,329,1091,539,1340,1273,132
ENSG00000112599.9,90,215,72,98,51,80,45,172,167,36,59,161,50,135,58,173,98,21
ENSG00000112619.8,8,17,8,12,22,16,14,16,39,8,76,12,21,22,34,12,84,8
ENSG00000112624.12,761,1962,919,1093,1114,1125,1075,930,1276,373,1033,814,335,1455,566,1721,841,142
ENSG00000112640.16,1445,2102,1144,1504,1579,1537,1874,1941,2402,1167,1266,1168,380,2145,1105,1882,2047,355
ENSG00000112651.12,117,85,85,107,84,115,77,146,99,171,66,206,59,151,77,156,211,40
ENSG00000112655.16,9453,2967,5624,5262,13676,3215,2179,1735,5281,2051,2279,3046,533,4192,2414,4137,2741,1401
ENSG00000112658.8,7104,2398,3741,5581,4386,3581,2621,2001,5717,743,1921,4005,772,5522,1395,2503,2024,312
ENSG00000112659.14,892,3292,1027,1286,1092,1563,1439,1393,1692,605,1663,1995,665,2691,927,2927,1204,240
ENSG00000112667.13,1306,1010,993,1213,696,1538,1535,1139,2188,1745,937,2280,438,1792,1209,1578,1546,105
ENSG00000112679.14,1836,1600,1756,1620,1383,1769,2144,1840,2483,1268,1808,1704,600,2424,1204,1613,1956,167
ENSG00000112685.14,1142,3109,1239,1615,1641,1791,2411,2509,2497,697,1517,1512,407,2519,1387,2386,2843,418
ENSG00000112695.11,7630,4221,3513,4326,4129,5978,3375,9243,4303,16442,2128,5398,2799,5728,3637,6059,8387,836
ENSG00000112697.17,9681,10452,6119,10159,8988,13595,10399,10179,10217,4570,4874,6742,3109,15346,5765,12891,13357,547
ENSG00000112699.11,1053,466,561,675,1307,558,672,553,882,373,492,580,177,832,479,691,622,242
ENSG00000112701.18,2543,5768,2721,2760,2962,3479,2554,2757,3787,2071,1498,2701,865,3930,1753,5439,3535,541
ENSG00000112706.12,13,24,4,17,4,24,8,23,15,39,7,21,15,14,3,81,15,2
ENSG00000112715.25,19825,1708,3466,32674,51789,118036,8653,20589,29119,14194,18692,76734,11079,32914,9658,24150,30345,845
ENSG00000112739.17,2751,6338,2627,2630,2537,3604,2736,3163,4553,2511,2558,2087,868,4301,1728,6036,3377,585
ENSG00000112742.10,351,1751,535,501,725,226,403,975,902,631,101,413,111,333,387,478,1161,288
ENSG00000112759.19,1544,2384,3144,2517,2917,3799,4187,3267,4425,972,2928,943,1573,3662,2074,2757,2478,523
ENSG00000112761.21,5,8,4,5,1,2,2,2,3,4,0,2,3,3,0,12,327,0
ENSG00000112763.17,2305,2587,1458,1600,1994,2185,1522,1750,2570,953,1340,1222,488,3070,887,2181,1749,335
ENSG00000112769.20,5359,1939,8731,8837,15629,4963,5090,6940,2464,1566,4383,1830,2036,9775,5561,11944,3266,288
ENSG00000112773.16,4199,1152,2086,2702,4145,1885,823,789,7208,1144,733,2599,570,2760,1198,1336,1052,203
ENSG00000112782.19,119,103,104,41,42,13,61,134,76,46,67,49,7,27,20,122,34,13
ENSG00000112787.13,1185,5183,1612,1513,1729,1907,1985,2381,2550,483,1350,2367,479,2255,922,2763,1733,602
ENSG00000112796.10,2475,212,517,2282,528,693,713,249,2310,501,4452,2149,77,70,83,220,2187,54
ENSG00000112799.9,1289,1523,3410,1438,1224,1755,2295,1153,901,1561,1142,393,797,1382,977,462,640,36
ENSG00000112812.16,12,1,6,10,16,13,4,40,233,1,7,1,5,1,4,47,176,48
ENSG00000112818.10,2,71,19,9,2,7,46,11,2,6,13,0,6,3,16,17,1,1
ENSG00000112837.17,36,55,96,133,58,42,158,194,81,72,141,51,36,273,137,61,128,336
ENSG00000112851.15,3560,7037,4807,5594,4267,7145,6954,5160,6465,4124,6262,8658,1334,13532,4084,10593,4627,397
ENSG00000112852.7,56,923,195,22,25,28,134,538,1018,96,189,294,23,68,199,43,310,37
ENSG00000112855.17,884,1948,1558,961,1122,1353,1721,1172,1582,493,1136,1667,305,1509,796,1482,1407,245
ENSG00000112874.10,581,1132,727,527,293,1033,823,1349,329,1250,755,561,277,1290,414,1234,1135,55
ENSG00000112877.8,130,544,170,152,155,127,194,214,183,132,72,175,51,219,137,231,278,110
ENSG00000112893.9,4806,2734,5198,3083,6555,2198,2354,1319,5499,1024,2957,1594,686,1891,1063,2477,824,185
ENSG00000112902.12,1440,3860,3491,4347,3257,4486,5026,7158,941,2848,4507,1106,864,9422,7635,8139,1002,628
ENSG00000112936.19,1845,68,217,1443,673,85,285,226,874,486,654,150,78,540,180,95,79,49
ENSG00000112941.14,1341,3580,1983,1277,2455,1942,1585,1398,2475,666,1082,1616,279,2043,659,1962,1799,354
ENSG00000112964.14,443,268,571,279,481,135,185,356,140,319,113,100,36,112,113,103,131,45
