,C3L-00625-03,C3L-01053-01,C3L-01971-02,C3L-03743-01,C3N-00303-01,C3N-00516-02,C3N-01385-02,C3N-02579-02,C3N-02590-01,C3N-02696-02-2,C3N-03061-01,C3N-03853-02,C3L-02606-02,C3L-03639-03,C3N-02696-02,C3N-03000-02,C3N-04284-01
ENSG00000264697.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000264698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264699.2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000264701.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
ENSG00000264703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264705.1,28,89,49,65,63,62,49,65,9,180,35,37,22,28,151,31,27
ENSG00000264706.2,1,5,1,1,0,2,11,5,0,1,1,1,3,0,7,0,0
ENSG00000264707.1,30,76,55,57,39,31,128,54,25,190,78,51,14,34,145,34,55
ENSG00000264712.3,5,3,4,0,0,3,1,1,0,2,1,5,5,4,1,2,1
ENSG00000264714.1,32,14,3,21,33,16,9,12,6,23,9,25,5,0,32,29,8
ENSG00000264717.5,5,8,1,40,3,15,0,6,5,3,12,23,11,20,9,2,2
ENSG00000264720.3,64,15,9,35,43,102,25,51,22,23,43,35,74,18,15,69,5
ENSG00000264722.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264725.1,7,8,6,17,3,13,7,57,8,4,37,7,30,3,4,47,4
ENSG00000264727.1,16,37,12,33,3,18,5,12,5,42,6,11,3,4,20,30,21
ENSG00000264729.1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0
ENSG00000264732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264733.1,1,1,0,0,3,2,0,2,0,3,2,1,2,1,3,2,6
ENSG00000264734.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000264735.1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0
ENSG00000264736.1,4,1,4,2,4,16,5,0,1,4,0,1,7,10,3,22,4
ENSG00000264737.1,0,2,2,2,0,2,3,2,0,3,0,1,2,1,2,2,3
ENSG00000264739.1,1,5,1,2,39,11,14,7,3,8,2,4,3,9,8,0,6
ENSG00000264741.1,22,14,15,11,34,10,11,16,11,7,14,4,19,7,17,14,12
ENSG00000264743.2,33,40,28,25,80,52,39,40,15,105,35,22,37,33,66,36,30
ENSG00000264744.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ENSG00000264745.1,22,29,20,17,36,22,31,8,4,41,10,10,15,6,28,3,7
ENSG00000264747.1,0,0,5,0,0,0,1,1,0,1,5,2,0,8,0,1,0
ENSG00000264750.1,1,0,0,2,6,1,0,0,3,1,0,3,11,0,1,1,8
ENSG00000264754.1,18,27,18,9,31,20,20,14,1,42,19,16,18,24,40,9,20
ENSG00000264755.1,15,9,9,34,0,4,2,2,3,1,1,7,0,0,5,6,1
ENSG00000264757.1,3,6,7,6,21,8,7,4,6,19,9,5,29,5,15,6,5
ENSG00000264760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264763.1,7,10,7,12,10,9,9,15,12,16,11,6,3,13,3,10,9
ENSG00000264764.1,0,8,1,1,2,2,1,1,0,5,1,2,3,3,3,1,0
ENSG00000264765.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000264767.2,0,5,1,3,5,5,11,2,0,6,2,1,2,0,7,1,0
ENSG00000264769.1,11,10,18,17,19,10,16,35,4,24,29,14,19,28,27,9,8
ENSG00000264772.6,2,6,5,6,8,7,6,4,2,14,3,0,3,7,10,9,8
ENSG00000264773.1,2,7,9,1,12,3,17,4,3,19,15,4,12,1,17,5,4
ENSG00000264775.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000264781.1,0,3,5,1,18,2,2,3,0,0,3,0,0,6,2,1,0
ENSG00000264785.1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000264788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000264790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000264791.1,1,2,3,3,0,0,2,1,0,2,0,3,33,1,3,0,3
ENSG00000264792.1,18,22,17,13,8,12,14,15,3,24,13,13,14,5,27,26,9
ENSG00000264793.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000264796.1,9,11,7,14,6,11,12,14,4,30,20,7,7,9,16,10,9
ENSG00000264800.1,0,0,1,1,4,0,0,0,1,1,0,1,0,0,0,1,0
ENSG00000264801.1,8,19,11,25,19,9,7,21,6,40,3,5,10,21,24,22,9
ENSG00000264802.1,6,5,2,6,9,4,8,4,6,11,8,2,7,4,10,5,2
ENSG00000264803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264808.1,8,1,9,1,8,2,5,3,3,6,0,7,3,0,3,4,5
ENSG00000264809.2,0,0,0,0,7,0,0,3,0,2,1,1,1,0,1,0,0
ENSG00000264810.1,2,7,3,6,8,3,1,8,5,24,5,3,4,6,7,5,6
ENSG00000264812.1,2,6,3,5,16,4,6,2,1,20,4,2,4,5,13,7,4
ENSG00000264813.6,0,0,2,0,4,0,1,0,1,1,2,1,1,0,0,0,2
ENSG00000264814.1,8,9,6,9,14,4,12,8,2,27,4,9,6,8,21,9,15
ENSG00000264823.3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0
ENSG00000264824.1,0,2,0,0,1,0,0,2,0,2,2,0,0,0,4,1,0
ENSG00000264825.1,4,1,0,4,0,2,0,3,0,2,1,2,2,0,4,2,6
ENSG00000264829.1,24,36,19,51,49,35,31,61,22,78,30,25,60,40,60,43,30
ENSG00000264833.1,1,2,1,1,0,2,11,3,0,12,0,1,0,1,8,2,3
ENSG00000264834.1,4,2,5,4,7,0,4,6,2,6,5,2,2,1,5,2,3
ENSG00000264837.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000264840.1,1,9,3,7,1,3,6,7,0,7,3,5,4,5,8,3,5
ENSG00000264843.1,20,10,8,20,9,13,9,13,4,16,7,27,7,5,15,16,1
ENSG00000264845.2,26,14,21,23,15,20,11,15,7,19,6,21,14,4,11,15,8
ENSG00000264850.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264853.1,278,202,123,240,488,154,189,163,77,475,231,178,218,223,376,216,160
ENSG00000264857.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000264859.6,55,26,33,33,31,89,25,188,10,70,53,267,44,171,61,27,37
ENSG00000264860.1,1,1,0,4,2,2,1,1,1,7,2,0,1,2,1,2,1
ENSG00000264862.2,8,29,32,22,20,16,43,24,8,56,12,5,16,15,59,6,8
ENSG00000264864.1,0,0,0,1,2,2,0,2,0,0,0,1,0,0,1,1,4
ENSG00000264869.2,0,3,1,2,1,0,3,1,0,3,1,0,1,1,1,0,0
ENSG00000264874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264876.2,0,0,1,86,1,0,0,2,0,1,1,4,0,0,0,0,0
ENSG00000264879.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000264880.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000264881.1,1,4,0,0,4,2,0,6,1,11,5,1,3,4,7,0,1
ENSG00000264892.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264895.1,108,144,120,202,364,202,140,210,68,353,204,172,130,180,225,192,183
ENSG00000264897.1,2,1,3,0,1,0,0,2,0,2,1,1,3,1,4,1,0
ENSG00000264901.1,2,1,0,0,3,0,1,0,4,5,1,0,9,0,3,6,2
ENSG00000264902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264906.1,0,1,0,5,0,0,0,0,0,0,6,0,2,1,1,0,0
ENSG00000264907.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000264910.2,1,1,1,0,2,1,1,2,0,0,1,2,3,0,0,1,2
ENSG00000264911.1,12,4,4,7,20,5,9,14,1,32,2,20,2,6,14,12,7
ENSG00000264914.1,16,22,14,21,48,20,23,34,37,74,29,22,20,16,47,31,25
ENSG00000264916.2,12,25,28,33,46,21,134,67,5,75,21,14,46,30,46,31,34
ENSG00000264920.2,36,51,56,39,103,83,64,98,26,139,47,25,46,100,104,37,37
ENSG00000264922.1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264924.1,37,48,57,18,106,26,43,30,10,77,57,70,27,44,44,9,26
ENSG00000264926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264930.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264931.1,2,18,7,14,14,7,2,29,7,4,8,11,6,7,23,9,10
ENSG00000264932.3,13,12,13,14,15,10,17,27,0,44,15,18,10,19,29,7,21
ENSG00000264933.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
ENSG00000264934.1,14,52,29,22,15,21,41,47,11,41,38,16,38,29,32,27,18
ENSG00000264937.1,6,11,8,8,35,12,18,13,6,70,7,13,13,8,40,12,14
ENSG00000264940.5,245,105,78,350,1071,209,19788,127,72,589,247,114,69,495,1685,335,223
ENSG00000264941.1,13,12,12,10,9,2,13,7,4,21,9,3,3,4,10,4,7
ENSG00000264943.1,62,102,83,93,148,86,83,123,33,96,55,74,92,67,80,62,41
ENSG00000264947.1,1,2,0,1,6,1,1,1,1,0,2,1,9,2,6,0,0
ENSG00000264954.2,4,2,2,8,15,4,9,5,11,7,5,5,6,11,4,1,2
ENSG00000264956.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000264958.2,2,9,8,4,29,5,3,12,4,17,1,6,1,3,11,15,3
ENSG00000264961.1,1,3,1,1,1,2,2,6,2,8,2,7,4,2,8,2,0
ENSG00000264963.2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
ENSG00000264964.2,29,16,30,13,14,15,14,28,19,23,50,21,22,41,47,34,12
ENSG00000264966.1,13,9,11,19,10,13,7,4,2,20,8,11,11,9,10,3,6
ENSG00000264968.1,10,9,8,10,18,18,10,13,6,33,4,11,4,4,20,10,19
ENSG00000264970.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264971.1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
ENSG00000264974.1,5,4,3,5,4,12,11,5,0,12,13,2,3,5,8,3,2
ENSG00000264975.1,0,2,3,0,4,0,4,1,0,29,1,0,1,1,8,0,22
ENSG00000264978.2,15,38,17,24,27,14,76,22,3,32,25,12,12,17,37,9,27
ENSG00000264979.1,3,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000264982.1,5,11,0,0,1,0,1,8,0,9,4,17,1,3,10,1,3
ENSG00000264984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264985.4,7,1,6,6,30,3,1,2,5,6,2,5,25,0,12,2,7
ENSG00000264986.1,5,2,6,2,2,0,2,5,1,4,1,4,7,3,4,2,11
ENSG00000264990.1,0,0,0,0,4,0,0,1,0,0,0,0,62,1,2,1,0
ENSG00000264994.1,6,7,14,9,9,14,10,18,3,14,17,2,7,11,12,9,8
ENSG00000264997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264999.1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000265000.1,0,0,0,1,1,1,2,2,1,1,3,4,0,0,0,2,0
ENSG00000265003.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265005.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000265007.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265008.1,1,0,2,1,6,0,1,2,0,3,0,5,0,1,2,2,1
ENSG00000265010.1,3,6,5,4,8,10,7,12,7,21,4,8,3,4,13,17,7
ENSG00000265014.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265015.1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2
ENSG00000265018.6,40,36,80,10,87,14,87,1,159,207,37,287,15,3,165,13,109
ENSG00000265019.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000265028.1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
ENSG00000265031.1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0
ENSG00000265033.2,16,17,19,6,27,15,21,8,4,40,10,17,11,7,28,4,12
ENSG00000265038.1,1,0,0,0,0,0,1,0,0,6,2,0,0,0,1,0,3
ENSG00000265041.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265043.1,2,0,0,0,0,2,1,2,0,2,0,0,1,0,1,1,0
ENSG00000265046.1,1,2,0,1,0,0,8,0,0,13,0,1,1,0,11,0,5
ENSG00000265052.2,0,1,1,2,1,1,1,1,2,3,0,0,0,1,3,1,1
ENSG00000265055.2,7,7,15,6,12,3,15,17,2,13,15,10,7,23,9,3,3
ENSG00000265056.1,5,5,12,7,7,9,7,9,6,7,5,7,9,4,1,0,2
ENSG00000265057.1,0,1,1,0,0,1,0,0,0,3,1,0,0,0,4,2,4
ENSG00000265060.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2
ENSG00000265061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265064.1,1,3,1,2,0,0,1,4,0,0,2,0,0,0,1,1,0
ENSG00000265069.1,4,9,3,1,2,3,13,6,0,14,20,1,1,1,16,1,60
ENSG00000265073.1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000265075.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265078.2,45,88,109,81,97,87,310,167,34,320,90,94,91,77,277,86,85
ENSG00000265083.1,8,6,7,7,8,5,6,9,6,9,2,3,5,3,11,12,2
ENSG00000265089.1,2,3,1,1,6,0,3,2,1,3,0,0,1,1,4,1,1
ENSG00000265091.5,5,3,5,4,1,2,5,2,0,8,13,2,2,5,3,3,6
ENSG00000265092.1,2,5,4,2,15,5,5,5,3,8,2,5,0,2,7,7,5
ENSG00000265093.2,29,23,28,29,48,19,39,42,12,64,40,20,27,14,47,17,29
ENSG00000265094.1,7,6,4,5,6,8,9,10,0,15,9,18,1,6,8,2,8
ENSG00000265095.1,0,2,0,2,1,0,4,2,1,6,0,2,1,5,3,1,2
ENSG00000265096.2,17,29,16,4,17,15,35,44,7,46,42,9,113,26,35,19,9
ENSG00000265097.1,0,0,1,4,0,0,0,2,0,0,1,2,0,0,0,1,0
ENSG00000265098.3,0,0,2,1,1,0,1,1,0,1,0,0,0,2,1,1,1
ENSG00000265099.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
ENSG00000265100.1,31,46,40,35,160,50,56,14,9,62,36,22,41,28,61,21,11
ENSG00000265101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265102.1,13,8,13,11,12,9,6,14,2,31,8,3,3,1,25,9,14
ENSG00000265107.3,109,210,256,250,289,265,264,326,71,306,403,60,167,36,364,124,121
ENSG00000265110.1,8,15,8,6,17,11,14,11,3,7,14,5,36,10,16,11,1
ENSG00000265112.1,7,2,11,4,5,3,10,18,5,2,7,1,11,26,2,7,7
ENSG00000265113.1,8,14,20,18,15,16,7,13,7,21,13,8,12,15,17,17,22
ENSG00000265115.1,1,1,1,0,0,2,1,1,0,2,1,0,1,0,0,0,9
ENSG00000265118.5,31,24,11,31,41,29,14,42,8,48,41,27,22,14,31,28,26
ENSG00000265121.1,2,2,2,3,1,3,0,7,1,4,0,0,2,2,1,5,0
ENSG00000265123.2,15,31,11,26,14,13,24,24,10,57,14,9,18,21,31,15,25
ENSG00000265125.5,3,3,3,1,2,1,2,1,0,9,1,0,1,1,4,0,6
ENSG00000265126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265128.1,21,22,15,22,33,27,27,35,3,53,48,17,17,24,32,20,46
ENSG00000265134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265135.1,13,22,23,18,10,19,21,14,3,52,19,7,23,8,25,11,14
ENSG00000265136.1,20,9,11,22,37,3,14,8,17,71,10,11,31,13,39,33,14
ENSG00000265137.3,11,8,3,11,22,9,12,8,3,13,8,10,7,12,8,8,10
ENSG00000265139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265140.1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0
ENSG00000265141.2,1,2,1,2,2,3,30,5,0,6,2,1,8,3,20,2,3
ENSG00000265142.9,392,356,399,510,264,230,307,607,95,438,373,267,185,419,481,665,308
ENSG00000265144.1,8,0,1,4,4,1,3,5,2,6,4,2,3,5,1,2,2
ENSG00000265145.1,27,21,16,28,28,19,15,28,5,32,18,9,17,35,28,16,19
ENSG00000265148.6,40,54,80,56,486,81,70,79,28,157,68,30,51,49,145,80,81
ENSG00000265154.1,3,6,3,3,30,3,4,3,3,22,6,1,7,5,11,7,5
ENSG00000265158.1,19,25,19,10,12,8,33,9,8,40,18,16,16,6,34,16,10
ENSG00000265160.1,1,7,4,2,8,2,0,2,1,28,5,15,3,1,4,3,5
ENSG00000265163.1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000265164.1,0,1,2,0,2,0,2,0,0,3,0,1,0,13,1,0,2
ENSG00000265165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ENSG00000265168.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265170.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000265172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000265174.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4
ENSG00000265176.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265178.1,5,3,0,4,0,0,4,3,4,9,2,2,3,1,3,3,0
ENSG00000265179.7,5,40,19,11,13,11,19,17,0,33,2,7,2,3,36,1,25
ENSG00000265180.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000265181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265182.1,2,0,1,0,2,0,1,0,0,1,0,1,0,1,1,1,1
ENSG00000265185.6,27,58,70,1258,76,832,1006,182,30,85,174,112,112,83,631,89,61
ENSG00000265188.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265190.7,182,296,22,3420,209,3602,235,1000,62,41,1374,443,2618,1157,172,1145,1
ENSG00000265193.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265194.1,188,309,302,412,512,154,250,478,79,480,288,75,290,249,416,444,285
ENSG00000265195.1,28,19,7,21,45,11,16,22,5,41,15,7,11,10,51,11,20
ENSG00000265201.1,24,11,12,12,18,22,19,22,8,56,20,17,12,14,30,11,17
ENSG00000265203.2,4,1,0,14,0,5,3,6,3,0,0,4,7,3,14,6,0
ENSG00000265204.1,18,47,30,16,88,20,38,20,13,74,35,80,38,27,33,12,16
ENSG00000265205.1,32,47,35,77,100,33,36,92,29,280,58,35,61,51,141,70,65
ENSG00000265206.5,65,112,125,45,1204,219,196,87,44,349,118,58,38,56,159,51,51
ENSG00000265210.1,1,2,3,2,0,1,1,0,0,1,3,0,0,0,3,0,0
ENSG00000265213.1,6,8,3,4,11,12,3,13,2,18,13,6,4,14,7,6,5
ENSG00000265214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265215.1,18,5,17,5,16,10,7,3,3,15,15,9,13,13,16,14,5
ENSG00000265217.2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0
ENSG00000265218.1,148,57,82,157,346,40,60,67,66,284,32,24,75,39,191,223,49
ENSG00000265222.1,60,36,28,71,45,30,25,39,24,81,51,23,29,28,49,43,46
ENSG00000265226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265227.1,1,2,0,2,1,0,0,2,0,1,1,0,0,1,0,1,0
ENSG00000265233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265236.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265237.1,1,1,0,1,1,0,4,2,0,3,0,1,2,0,3,0,0
ENSG00000265240.1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,1,0
ENSG00000265241.7,1381,1205,1360,1482,1406,2022,1535,2492,486,1322,1762,1112,1027,2006,1377,1143,858
ENSG00000265243.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000265246.1,5,0,1,0,3,0,0,5,0,0,0,0,3,10,2,3,2
ENSG00000265247.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265251.1,0,0,0,2,0,1,1,3,0,4,4,0,1,5,3,1,2
ENSG00000265252.1,1,0,0,0,0,2,2,0,0,3,0,1,0,0,0,0,1
ENSG00000265253.1,4,4,12,1,17,2,7,2,1,5,1,0,3,0,3,1,4
ENSG00000265254.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000265257.5,0,0,0,2,0,1,2,0,0,0,1,2,0,0,2,0,0
ENSG00000265258.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000265260.2,7,12,6,8,6,6,5,10,2,7,14,4,4,7,12,4,4
ENSG00000265261.1,75,77,57,51,117,65,78,68,43,121,56,48,33,44,85,46,65
ENSG00000265262.1,3,0,0,2,0,3,0,1,0,0,1,1,1,1,3,3,0
ENSG00000265265.1,1,2,0,7,0,2,1,1,0,3,2,1,1,1,1,2,1
ENSG00000265272.2,0,1,0,0,4,2,2,1,0,0,2,0,2,0,1,3,0
ENSG00000265273.1,4,3,1,0,2,3,1,0,0,2,2,0,0,0,0,1,1
ENSG00000265279.1,2,16,9,3,0,6,4,7,0,10,5,11,9,8,8,2,6
ENSG00000265281.1,1,2,4,2,9,6,2,1,1,7,0,0,3,1,5,2,5
ENSG00000265282.1,6,12,13,11,16,17,11,23,9,26,13,12,16,8,23,20,27
ENSG00000265284.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265287.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265289.1,0,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,1
ENSG00000265291.1,2,1,1,1,6,1,2,1,0,2,1,2,9,1,3,1,1
ENSG00000265293.2,53,57,47,58,72,56,67,78,30,142,80,59,57,53,101,58,72
ENSG00000265296.1,2,1,2,1,0,0,2,4,0,0,0,0,0,0,0,1,2
ENSG00000265298.1,153,132,159,219,246,271,159,380,306,151,229,185,165,363,188,126,110
ENSG00000265301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265303.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265313.7,26,28,15,40,36,21,26,22,2,47,16,49,17,17,31,28,22
ENSG00000265315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265316.1,20,34,51,36,49,39,79,25,2,68,32,23,30,7,63,17,33
ENSG00000265319.2,3,1,3,2,6,1,3,3,0,1,1,1,0,17,8,0,0
ENSG00000265321.1,13,12,25,25,17,15,17,32,4,26,24,6,18,17,24,19,9
ENSG00000265322.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265327.2,14,23,28,6,10,9,113,20,0,24,8,10,8,7,45,7,23
ENSG00000265328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265331.1,9,9,3,3,52,6,7,9,1,31,1,4,3,5,23,2,2
ENSG00000265333.1,10,2,2,4,10,4,2,1,3,13,4,2,2,2,4,5,5
ENSG00000265334.1,10,6,3,12,9,9,5,12,6,11,5,7,8,7,9,7,4
ENSG00000265337.1,50,41,45,74,57,25,48,56,25,66,53,25,26,34,56,64,37
ENSG00000265340.1,0,2,1,1,0,0,0,4,0,2,1,0,0,0,1,0,13
ENSG00000265342.1,28,17,10,15,47,13,26,15,1,33,24,6,21,15,37,11,9
ENSG00000265345.1,5,4,3,1,17,4,4,24,0,2,5,4,2,9,2,6,0
ENSG00000265347.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265349.1,2,3,2,0,0,0,2,2,0,9,1,2,0,1,0,0,1
ENSG00000265352.1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ENSG00000265354.4,1012,1029,936,1725,891,1416,1312,2409,387,1224,1407,892,893,1363,1695,1290,765
ENSG00000265355.1,12,9,14,13,17,12,17,26,2,9,12,11,16,18,8,9,7
ENSG00000265356.2,2,0,2,3,0,0,4,0,0,1,0,0,6,0,1,0,0
ENSG00000265357.1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000265359.1,1,1,0,1,0,1,0,4,0,0,6,2,5,0,2,2,0
ENSG00000265366.6,7,10,8,8,7,6,11,18,1,33,7,6,1,17,26,15,22
ENSG00000265368.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265369.3,1,6,3,2,0,4,5,5,0,15,0,9,0,1,12,1,8
ENSG00000265370.1,0,1,1,1,0,1,0,1,0,2,0,1,0,0,0,0,0
ENSG00000265372.1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
ENSG00000265373.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265374.1,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,4,0
ENSG00000265375.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000265376.1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000265378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265380.1,1,1,0,4,77,10,1,15,1,0,1,0,2,8,0,34,0
ENSG00000265386.2,0,23,3,1,1,3,6,8,0,7,3,0,0,5,6,3,2
ENSG00000265388.2,0,2,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1
ENSG00000265390.1,1,3,1,4,0,0,1,2,0,3,1,0,0,1,5,1,1
ENSG00000265392.1,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,1,0
ENSG00000265393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265394.1,30,29,30,28,80,36,33,37,15,60,43,17,21,26,51,30,35
ENSG00000265395.1,1,0,0,0,1,0,0,3,0,0,0,2,1,1,2,0,1
ENSG00000265396.1,6,3,9,6,9,7,10,13,4,15,8,13,22,13,6,12,5
ENSG00000265399.1,78,57,38,55,89,51,73,42,46,57,109,36,41,78,65,40,52
